"state_code","school_code","people","year"
10,2,13837,2010
10,3,10125,2010
10,4,12473,2010
10,5,9663,2010
10,6,14448,2010
10,7,15276,2010
10,8,14011,2010
10,9,16355,2010
10,10,9848,2010
10,11,21814,2010
10,12,31299,2010
10,13,28285,2010
10,14,31672,2010
10,15,9551,2010
10,16,195417,2010
10,17,24317,2010
10,18,48965,2010
10,19,110124,2010
10,20,47012,2010
10,21,105301,2010
10,22,47698,2010
10,23,12506,2010
10,24,8589,2010
10,NA,31523,2010
11,1,13973,2010
11,2,8100,2010
11,3,7803,2010
11,4,4810,2010
11,5,6256,2010
11,6,5895,2010
11,7,5798,2010
11,8,6612,2010
11,9,9581,2010
11,10,7004,2010
11,11,9198,2010
11,12,15910,2010
11,13,17361,2010
11,14,18165,2010
11,15,7326,2010
11,16,86456,2010
11,17,12703,2010
11,18,21240,2010
11,19,70906,2010
11,20,14904,2010
11,21,119529,2010
11,22,64448,2010
11,23,34455,2010
11,24,14992,2010
11,NA,21028,2010
12,1,610460,2010
12,2,275942,2010
12,3,233553,2010
12,4,219804,2010
12,5,255782,2010
12,6,274531,2010
12,7,261047,2010
12,8,288493,2010
12,9,415209,2010
12,10,311354,2010
12,11,416830,2010
12,12,482209,2010
12,13,570016,2010
12,14,604460,2010
12,15,358967,2010
12,16,3841717,2010
12,17,624860,2010
12,18,1045571,2010
12,19,2365923,2010
12,20,1243094,2010
12,21,2309162,2010
12,22,817685,2010
12,23,256135,2010
12,24,133308,2010
12,NA,627214,2010
13,1,357806,2010
13,2,176201,2010
13,3,147851,2010
13,4,137134,2010
13,5,164615,2010
13,6,163882,2010
13,7,155835,2010
13,8,170267,2010
13,9,219133,2010
13,10,186393,2010
13,11,242259,2010
13,12,313543,2010
13,13,349059,2010
13,14,356367,2010
13,15,129274,2010
13,16,1785535,2010
13,17,352987,2010
13,18,459255,2010
13,19,1211116,2010
13,20,462072,2010
13,21,1149073,2010
13,22,434989,2010
13,23,121043,2010
13,24,65157,2010
13,NA,401741,2010
15,1,38633,2010
15,2,17430,2010
15,3,17649,2010
15,4,17964,2010
15,5,17115,2010
15,6,18389,2010
15,7,20402,2010
15,8,19311,2010
15,9,29690,2010
15,10,19148,2010
15,11,25640,2010
15,12,31272,2010
15,13,27610,2010
15,14,30870,2010
15,15,16202,2010
15,16,294636,2010
15,17,26974,2010
15,18,64218,2010
15,19,202145,2010
15,20,95260,2010
15,21,191302,2010
15,22,56583,2010
15,23,20162,2010
15,24,11571,2010
15,NA,53445,2010
16,1,62079,2010
16,2,24550,2010
16,3,25770,2010
16,4,23198,2010
16,5,27784,2010
16,6,25442,2010
16,7,26221,2010
16,8,24449,2010
16,9,34727,2010
16,10,27032,2010
16,11,37301,2010
16,12,42920,2010
16,13,45177,2010
16,14,48858,2010
16,15,17420,2010
16,16,274752,2010
16,17,58254,2010
16,18,102299,2010
16,19,228166,2010
16,20,90138,2010
16,21,176091,2010
16,22,49740,2010
16,23,15326,2010
16,24,10679,2010
16,NA,73077,2010
17,1,402160,2010
17,2,228063,2010
17,3,179353,2010
17,4,176414,2010
17,5,194513,2010
17,6,196315,2010
17,7,176281,2010
17,8,197332,2010
17,9,309451,2010
17,10,213458,2010
17,11,348569,2010
17,12,324034,2010
17,13,367661,2010
17,14,406891,2010
17,15,185595,2010
17,16,2355830,2010
17,17,336052,2010
17,18,692292,2010
17,19,1618616,2010
17,20,669051,2010
17,21,1774183,2010
17,22,712623,2010
17,23,177928,2010
17,24,99708,2010
17,NA,500793,2010
18,1,240395,2010
18,2,101987,2010
18,3,96886,2010
18,4,94332,2010
18,5,93608,2010
18,6,104766,2010
18,7,95316,2010
18,8,100275,2010
18,9,112564,2010
18,10,97247,2010
18,11,193022,2010
18,12,176129,2010
18,13,217307,2010
18,14,228819,2010
18,15,85835,2010
18,16,1483368,2010
18,17,232674,2010
18,18,347913,2010
18,19,789304,2010
18,20,336708,2010
18,21,670071,2010
18,22,252172,2010
18,23,58104,2010
18,24,36396,2010
18,NA,245423,2010
19,1,103640,2010
19,2,57161,2010
19,3,39529,2010
19,4,41141,2010
19,5,40286,2010
19,6,39808,2010
19,7,41283,2010
19,8,40295,2010
19,9,56702,2010
19,10,45813,2010
19,11,81615,2010
19,12,66917,2010
19,13,77801,2010
19,14,81594,2010
19,15,26472,2010
19,16,668610,2010
19,17,90257,2010
19,18,186287,2010
19,19,385830,2010
19,20,227930,2010
19,21,371280,2010
19,22,117755,2010
19,23,30140,2010
19,24,20517,2010
19,NA,111220,2010
20,1,96222,2010
20,2,55371,2010
20,3,45569,2010
20,4,39210,2010
20,5,45663,2010
20,6,37727,2010
20,7,43779,2010
20,8,41693,2010
20,9,66125,2010
20,10,42409,2010
20,11,70632,2010
20,12,66868,2010
20,13,75845,2010
20,14,88088,2010
20,15,30179,2010
20,16,501661,2010
20,17,88758,2010
20,18,187441,2010
20,19,376549,2010
20,20,151829,2010
20,21,383886,2010
20,22,142113,2010
20,23,34863,2010
20,24,21096,2010
20,NA,125593,2010
21,1,151942,2010
21,2,61083,2010
21,3,58632,2010
21,4,56225,2010
21,5,60953,2010
21,6,68942,2010
21,7,66603,2010
21,8,67688,2010
21,9,82662,2010
21,10,81823,2010
21,11,175123,2010
21,12,139923,2010
21,13,153416,2010
21,14,156875,2010
21,15,55009,2010
21,16,933962,2010
21,17,214279,2010
21,18,231949,2010
21,19,516641,2010
21,20,220381,2010
21,21,394409,2010
21,22,172498,2010
21,23,45867,2010
21,24,19991,2010
21,NA,159390,2010
22,1,153484,2010
22,2,77534,2010
22,3,74290,2010
22,4,63080,2010
22,5,67405,2010
22,6,72347,2010
22,7,73565,2010
22,8,74860,2010
22,9,93711,2010
22,10,98576,2010
22,11,134422,2010
22,12,135737,2010
22,13,174886,2010
22,14,193137,2010
22,15,58064,2010
22,16,989549,2010
22,17,192164,2010
22,18,207913,2010
22,19,584298,2010
22,20,165545,2010
22,21,453108,2010
22,22,141223,2010
22,23,44988,2010
22,24,27288,2010
22,NA,193054,2010
23,1,35651,2010
23,2,15791,2010
23,3,15318,2010
23,4,15537,2010
23,5,14629,2010
23,6,16413,2010
23,7,18382,2010
23,8,18357,2010
23,9,17472,2010
23,10,20964,2010
23,11,31967,2010
23,12,29452,2010
23,13,37983,2010
23,14,35894,2010
23,15,12909,2010
23,16,308620,2010
23,17,52638,2010
23,18,73742,2010
23,19,161561,2010
23,20,92455,2010
23,21,171718,2010
23,22,65056,2010
23,23,14741,2010
23,24,8886,2010
23,NA,41431,2010
24,1,181876,2010
24,2,93905,2010
24,3,73232,2010
24,4,77325,2010
24,5,81570,2010
24,6,87567,2010
24,7,83387,2010
24,8,89863,2010
24,9,114122,2010
24,10,97210,2010
24,11,129343,2010
24,12,150704,2010
24,13,169732,2010
24,14,177244,2010
24,15,71728,2010
24,16,1053099,2010
24,17,124877,2010
24,18,291555,2010
24,19,692585,2010
24,20,269328,2010
24,21,830393,2010
24,22,430267,2010
24,23,112597,2010
24,24,94298,2010
24,NA,208175,2010
25,1,196906,2010
25,2,111895,2010
25,3,87689,2010
25,4,79121,2010
25,5,81736,2010
25,6,90486,2010
25,7,92646,2010
25,8,90469,2010
25,9,110195,2010
25,10,105318,2010
25,11,146097,2010
25,12,145132,2010
25,13,168413,2010
25,14,163820,2010
25,15,80034,2010
25,16,1212997,2010
25,17,152601,2010
25,18,289007,2010
25,19,728478,2010
25,20,357418,2010
25,21,1085637,2010
25,22,536352,2010
25,23,124503,2010
25,24,101820,2010
25,NA,218484,2010
26,1,303909,2010
26,2,137960,2010
26,3,133784,2010
26,4,123529,2010
26,5,131326,2010
26,6,138552,2010
26,7,143646,2010
26,8,139131,2010
26,9,172035,2010
26,10,149491,2010
26,11,236577,2010
26,12,232694,2010
26,13,313835,2010
26,14,350001,2010
26,15,124795,2010
26,16,2002903,2010
26,17,290507,2010
26,18,645289,2010
26,19,1406828,2010
26,20,592712,2010
26,21,1121094,2010
26,22,466338,2010
26,23,102877,2010
26,24,61685,2010
26,NA,356076,2010
27,1,174723,2010
27,2,95815,2010
27,3,74992,2010
27,4,69109,2010
27,5,67125,2010
27,6,73186,2010
27,7,74564,2010
27,8,74049,2010
27,9,90527,2010
27,10,76843,2010
27,11,123857,2010
27,12,106268,2010
27,13,123150,2010
27,14,140541,2010
27,15,61358,2010
27,16,975465,2010
27,17,119443,2010
27,18,300614,2010
27,19,707318,2010
27,20,378775,2010
27,21,822017,2010
27,22,257395,2010
27,23,74880,2010
27,24,39779,2010
27,NA,208791,2010
28,1,105532,2010
28,2,52778,2010
28,3,47707,2010
28,4,40839,2010
28,5,47070,2010
28,6,48145,2010
28,7,52372,2010
28,8,48549,2010
28,9,61582,2010
28,10,59614,2010
28,11,92107,2010
28,12,101933,2010
28,13,117529,2010
28,14,135687,2010
28,15,41901,2010
28,16,541156,2010
28,17,130350,2010
28,18,137136,2010
28,19,416997,2010
28,20,175052,2010
28,21,256949,2010
28,22,96643,2010
28,23,22475,2010
28,24,16694,2010
28,NA,123239,2010
29,1,200563,2010
29,2,88560,2010
29,3,84200,2010
29,4,73588,2010
29,5,84517,2010
29,6,83568,2010
29,7,82347,2010
29,8,89507,2010
29,9,93225,2010
29,10,98020,2010
29,11,181763,2010
29,12,153060,2010
29,13,200951,2010
29,14,221465,2010
29,15,74929,2010
29,16,1268051,2010
29,17,201066,2010
29,18,361990,2010
29,19,765371,2010
29,20,297641,2010
29,21,680202,2010
29,22,274544,2010
29,23,69133,2010
29,24,40872,2010
29,NA,227098,2010
30,1,28757,2010
30,2,11847,2010
30,3,15173,2010
30,4,11804,2010
30,5,9963,2010
30,6,12282,2010
30,7,14627,2010
30,8,12343,2010
30,9,14976,2010
30,10,10161,2010
30,11,23955,2010
30,12,21551,2010
30,13,26059,2010
30,14,27797,2010
30,15,11223,2010
30,16,190968,2010
30,17,34414,2010
30,18,52286,2010
30,19,153547,2010
30,20,60779,2010
30,21,145530,2010
30,22,39207,2010
30,23,13197,2010
30,24,9296,2010
30,NA,39156,2010
31,1,62417,2010
31,2,27840,2010
31,3,26752,2010
31,4,23195,2010
31,5,25133,2010
31,6,30407,2010
31,7,30876,2010
31,8,25580,2010
31,9,34223,2010
31,10,26786,2010
31,11,48649,2010
31,12,42074,2010
31,13,39965,2010
31,14,53831,2010
31,15,21319,2010
31,16,345632,2010
31,17,46107,2010
31,18,117710,2010
31,19,256270,2010
31,20,123103,2010
31,21,245193,2010
31,22,69891,2010
31,23,18425,2010
31,24,13200,2010
31,NA,75851,2010
32,1,111631,2010
32,2,29682,2010
32,3,39195,2010
32,4,40622,2010
32,5,40016,2010
32,6,42334,2010
32,7,41785,2010
32,8,42737,2010
32,9,80998,2010
32,10,42868,2010
32,11,58379,2010
32,12,76172,2010
32,13,78279,2010
32,14,104638,2010
32,15,53449,2010
32,16,545584,2010
32,17,80501,2010
32,18,150000,2010
32,19,404479,2010
32,20,137111,2010
32,21,267561,2010
32,22,86524,2010
32,23,28027,2010
32,24,13981,2010
32,NA,108089,2010
33,1,33755,2010
33,2,17687,2010
33,3,15926,2010
33,4,16099,2010
33,5,17988,2010
33,6,14496,2010
33,7,16438,2010
33,8,19453,2010
33,9,19236,2010
33,10,16488,2010
33,11,33144,2010
33,12,31363,2010
33,13,33521,2010
33,14,35478,2010
33,15,13632,2010
33,16,273424,2010
33,17,39082,2010
33,18,62143,2010
33,19,155227,2010
33,20,92890,2010
33,21,202120,2010
33,22,84445,2010
33,23,20469,2010
33,24,11019,2010
33,NA,41236,2010
34,1,263518,2010
34,2,153057,2010
34,3,125296,2010
34,4,115604,2010
34,5,124827,2010
34,6,127914,2010
34,7,131780,2010
34,8,148262,2010
34,9,195107,2010
34,10,144280,2010
34,11,214385,2010
34,12,198320,2010
34,13,242068,2010
34,14,250222,2010
34,15,118033,2010
34,16,1851653,2010
34,17,161886,2010
34,18,355846,2010
34,19,968810,2010
34,20,395193,2010
34,21,1413150,2010
34,22,571853,2010
34,23,141441,2010
34,24,80657,2010
34,NA,308462,2010
35,1,85153,2010
35,2,26126,2010
35,3,30515,2010
35,4,28841,2010
35,5,31711,2010
35,6,36765,2010
35,7,36694,2010
35,8,38016,2010
35,9,55035,2010
35,10,40773,2010
35,11,52438,2010
35,12,67306,2010
35,13,68074,2010
35,14,69841,2010
35,15,30545,2010
35,16,348719,2010
35,17,69735,2010
35,18,108049,2010
35,19,306454,2010
35,20,107796,2010
35,21,196219,2010
35,22,97881,2010
35,23,22796,2010
35,24,24454,2010
35,NA,85996,2010
36,1,653389,2010
36,2,274122,2010
36,3,242489,2010
36,4,243123,2010
36,5,269012,2010
36,6,286915,2010
36,7,282024,2010
36,8,322476,2010
36,9,447521,2010
36,10,330373,2010
36,11,522183,2010
36,12,501355,2010
36,13,587638,2010
36,14,622921,2010
36,15,318282,2010
36,16,3591050,2010
36,17,542281,2010
36,18,791284,2010
36,19,2156588,2010
36,20,1174257,2010
36,21,2702715,2010
36,22,1327710,2010
36,23,347874,2010
36,24,174699,2010
36,NA,680002,2010
37,1,343966,2010
37,2,145817,2010
37,3,122978,2010
37,4,137777,2010
37,5,141803,2010
37,6,148987,2010
37,7,145808,2010
37,8,146288,2010
37,9,197657,2010
37,10,168629,2010
37,11,246826,2010
37,12,316846,2010
37,13,335041,2010
37,14,323428,2010
37,15,103808,2010
37,16,1730388,2010
37,17,303289,2010
37,18,538870,2010
37,19,1261288,2010
37,20,579056,2010
37,21,1187332,2010
37,22,389412,2010
37,23,97617,2010
37,24,70714,2010
37,NA,377933,2010
38,1,20765,2010
38,2,9675,2010
38,3,7193,2010
38,4,11384,2010
38,5,7185,2010
38,6,8940,2010
38,7,7202,2010
38,8,7396,2010
38,9,8427,2010
38,10,8838,2010
38,11,25054,2010
38,12,9385,2010
38,13,17919,2010
38,14,16454,2010
38,15,5874,2010
38,16,116268,2010
38,17,19944,2010
38,18,37850,2010
38,19,103224,2010
38,20,60438,2010
38,21,106007,2010
38,22,20620,2010
38,23,5958,2010
38,24,5028,2010
38,NA,27471,2010
39,1,379457,2010
39,2,168085,2010
39,3,151849,2010
39,4,157583,2010
39,5,152444,2010
39,6,162323,2010
39,7,163821,2010
39,8,174813,2010
39,9,183295,2010
39,10,180265,2010
39,11,296985,2010
39,12,286411,2010
39,13,365812,2010
39,14,414518,2010
39,15,163298,2010
39,16,2734594,2010
39,17,325946,2010
39,18,653233,2010
39,19,1369783,2010
39,20,641127,2010
39,21,1298056,2010
39,22,494244,2010
39,23,125173,2010
39,24,76315,2010
39,NA,416752,2010
40,1,130233,2010
40,2,62614,2010
40,3,60624,2010
40,4,57249,2010
40,5,56783,2010
40,6,58523,2010
40,7,55485,2010
40,8,56507,2010
40,9,79994,2010
40,10,60723,2010
40,11,89217,2010
40,12,107055,2010
40,13,121052,2010
40,14,138126,2010
40,15,44865,2010
40,16,770684,2010
40,17,142080,2010
40,18,228497,2010
40,19,518365,2010
40,20,189746,2010
40,21,393364,2010
40,22,127816,2010
40,23,32962,2010
40,24,21179,2010
40,NA,157959,2010
41,1,128307,2010
41,2,51008,2010
41,3,50232,2010
41,4,46869,2010
41,5,56266,2010
41,6,50644,2010
41,7,49638,2010
41,8,58142,2010
41,9,79654,2010
41,10,58840,2010
41,11,79567,2010
41,12,85758,2010
41,13,105118,2010
41,14,113767,2010
41,15,55919,2010
41,16,612976,2010
41,17,141105,2010
41,18,272130,2010
41,19,603489,2010
41,20,215789,2010
41,21,507083,2010
41,22,185954,2010
41,23,54112,2010
41,24,35065,2010
41,NA,141525,2010
42,1,375683,2010
42,2,193130,2010
42,3,161215,2010
42,4,159401,2010
42,5,154389,2010
42,6,166150,2010
42,7,159603,2010
42,8,163623,2010
42,9,187178,2010
42,10,200384,2010
42,11,315492,2010
42,12,310092,2010
42,13,401489,2010
42,14,411929,2010
42,15,150707,2010
42,16,3296029,2010
42,17,373520,2010
42,18,601144,2010
42,19,1330461,2010
42,20,692832,2010
42,21,1574088,2010
42,22,629485,2010
42,23,162161,2010
42,24,110094,2010
42,NA,429351,2010
44,1,42583,2010
44,2,11823,2010
44,3,14138,2010
44,4,11976,2010
44,5,13287,2010
44,6,13569,2010
44,7,15966,2010
44,8,15159,2010
44,9,21254,2010
44,10,20390,2010
44,11,24715,2010
44,12,30554,2010
44,13,32646,2010
44,14,34351,2010
44,15,15374,2010
44,16,185948,2010
44,17,37941,2010
44,18,51615,2010
44,19,140247,2010
44,20,57346,2010
44,21,140298,2010
44,22,64179,2010
44,23,13604,2010
44,24,10547,2010
44,NA,33376,2010
45,1,159813,2010
45,2,68046,2010
45,3,67212,2010
45,4,61672,2010
45,5,61627,2010
45,6,69638,2010
45,7,69235,2010
45,8,75202,2010
45,9,96517,2010
45,10,89695,2010
45,11,109597,2010
45,12,152666,2010
45,13,165914,2010
45,14,173470,2010
45,15,64127,2010
45,16,929004,2010
45,17,155168,2010
45,18,234961,2010
45,19,589534,2010
45,20,271335,2010
45,21,526439,2010
45,22,198994,2010
45,23,43675,2010
45,24,28234,2010
45,NA,174537,2010
46,1,26777,2010
46,2,13227,2010
46,3,10608,2010
46,4,9712,2010
46,5,11095,2010
46,6,13886,2010
46,7,11254,2010
46,8,11615,2010
46,9,14242,2010
46,10,12912,2010
46,11,28588,2010
46,12,19735,2010
46,13,19233,2010
46,14,22760,2010
46,15,8055,2010
46,16,163241,2010
46,17,22121,2010
46,18,36964,2010
46,19,111705,2010
46,20,55703,2010
46,21,112138,2010
46,22,30322,2010
46,23,8746,2010
46,24,5623,2010
46,NA,36201,2010
47,1,218624,2010
47,2,88510,2010
47,3,79686,2010
47,4,85342,2010
47,5,89965,2010
47,6,92168,2010
47,7,99858,2010
47,8,98277,2010
47,9,126886,2010
47,10,117441,2010
47,11,207983,2010
47,12,182529,2010
47,13,228875,2010
47,14,232895,2010
47,15,90510,2010
47,16,1355555,2010
47,17,284237,2010
47,18,327481,2010
47,19,798444,2010
47,20,283114,2010
47,21,661741,2010
47,22,250628,2010
47,23,63525,2010
47,24,47748,2010
47,NA,244875,2010
48,1,1148243,2010
48,2,423952,2010
48,3,428123,2010
48,4,412080,2010
48,5,457190,2010
48,6,513857,2010
48,7,469240,2010
48,8,493323,2010
48,9,859907,2010
48,10,513715,2010
48,11,682144,2010
48,12,900712,2010
48,13,791209,2010
48,14,876832,2010
48,15,320772,2010
48,16,4019022,2010
48,17,815585,2010
48,18,1285865,2010
48,19,3356615,2010
48,20,1082221,2010
48,21,2910449,2010
48,22,977118,2010
48,23,234328,2010
48,24,158160,2010
48,NA,1126452,2010
49,1,119244,2010
49,2,53696,2010
49,3,51945,2010
49,4,47677,2010
49,5,49845,2010
49,6,49166,2010
49,7,49546,2010
49,8,51658,2010
49,9,65010,2010
49,10,45963,2010
49,11,60137,2010
49,12,65803,2010
49,13,66771,2010
49,14,88253,2010
49,15,41070,2010
49,16,424226,2010
49,17,54927,2010
49,18,172579,2010
49,19,412904,2010
49,20,163615,2010
49,21,330895,2010
49,22,105977,2010
49,23,24041,2010
49,24,19897,2010
49,NA,161624,2010
50,1,16635,2010
50,2,7147,2010
50,3,8737,2010
50,4,5345,2010
50,5,6595,2010
50,6,8102,2010
50,7,6142,2010
50,8,8267,2010
50,9,10288,2010
50,10,7584,2010
50,11,15464,2010
50,12,13795,2010
50,13,13324,2010
50,14,18002,2010
50,15,6352,2010
50,16,138544,2010
50,17,16794,2010
50,18,35480,2010
50,19,73808,2010
50,20,37968,2010
50,21,97357,2010
50,22,41457,2010
50,23,7964,2010
50,24,5928,2010
50,NA,18881,2010
51,1,267250,2010
51,2,123123,2010
51,3,108801,2010
51,4,105803,2010
51,5,102935,2010
51,6,116393,2010
51,7,117700,2010
51,8,128366,2010
51,9,161802,2010
51,10,153821,2010
51,11,194011,2010
51,12,204073,2010
51,13,249426,2010
51,14,251398,2010
51,15,92360,2010
51,16,1395294,2010
51,17,221290,2010
51,18,400608,2010
51,19,1016049,2010
51,20,386301,2010
51,21,1157899,2010
51,22,562844,2010
51,23,126804,2010
51,24,82335,2010
51,NA,297931,2010
53,1,244995,2010
53,2,96802,2010
53,3,92294,2010
53,4,89171,2010
53,5,94276,2010
53,6,99410,2010
53,7,93819,2010
53,8,101180,2010
53,9,127768,2010
53,10,99828,2010
53,11,137802,2010
53,12,151300,2010
53,13,168844,2010
53,14,200981,2010
53,15,91014,2010
53,16,1073998,2010
53,17,201297,2010
53,18,447926,2010
53,19,939249,2010
53,20,459488,2010
53,21,962482,2010
53,22,354572,2010
53,23,88048,2010
53,24,61424,2010
53,NA,266528,2010
54,1,60674,2010
54,2,19522,2010
54,3,20439,2010
54,4,26887,2010
54,5,23229,2010
54,6,24457,2010
54,7,23040,2010
54,8,25337,2010
54,9,31699,2010
54,10,36239,2010
54,11,63381,2010
54,12,60202,2010
54,13,72218,2010
54,14,65668,2010
54,15,18813,2010
54,16,501912,2010
54,17,92729,2010
54,18,93705,2010
54,19,212975,2010
54,20,85294,2010
54,21,150349,2010
54,22,63551,2010
54,23,15321,2010
54,24,8621,2010
54,NA,57711,2010
55,1,176794,2010
55,2,77293,2010
55,3,79152,2010
55,4,73902,2010
55,5,68565,2010
55,6,79155,2010
55,7,87002,2010
55,8,74656,2010
55,9,96196,2010
55,10,83425,2010
55,11,152463,2010
55,12,115251,2010
55,13,149325,2010
55,14,178313,2010
55,15,71360,2010
55,16,1299312,2010
55,17,152089,2010
55,18,328509,2010
55,19,705241,2010
55,20,385844,2010
55,21,709828,2010
55,22,243132,2010
55,23,55672,2010
55,24,39737,2010
55,NA,208831,2010
56,1,19716,2010
56,2,12126,2010
56,3,7416,2010
56,4,8084,2010
56,5,6814,2010
56,6,7677,2010
56,7,6274,2010
56,8,8465,2010
56,9,8062,2010
56,10,7557,2010
56,11,12596,2010
56,12,11429,2010
56,13,13929,2010
56,14,12862,2010
56,15,4564,2010
56,16,105828,2010
56,17,24999,2010
56,18,39909,2010
56,19,82952,2010
56,20,44481,2010
56,21,62902,2010
56,22,22945,2010
56,23,4873,2010
56,24,4769,2010
56,NA,23231,2010
