"","state_code","school_code","people","year","acs_state_name"
"1456",10,6,14823,2009,"florida"
"1457",10,7,11582,2009,"florida"
"1458",10,8,10536,2009,"florida"
"1459",10,9,14175,2009,"florida"
"1460",10,10,16818,2009,"florida"
"1461",10,11,19246,2009,"florida"
"1462",10,12,25877,2009,"florida"
"1463",10,13,26060,2009,"florida"
"1464",10,14,28673,2009,"florida"
"1465",10,15,11151,2009,"florida"
"1466",10,16,193285,2009,"florida"
"1467",10,17,24820,2009,"florida"
"1468",10,18,48418,2009,"florida"
"1469",10,19,103873,2009,"florida"
"1470",10,20,46529,2009,"florida"
"1471",10,21,111267,2009,"florida"
"1472",10,22,45546,2009,"florida"
"1473",10,23,11102,2009,"florida"
"1474",10,24,9115,2009,"florida"
"1475",10,NA,36295,2009,"florida"
"1476",11,1,17510,2009,"georgia"
"1477",11,2,7533,2009,"georgia"
"1478",11,3,5926,2009,"georgia"
"1479",11,4,5561,2009,"georgia"
"1480",11,5,6864,2009,"georgia"
"1481",11,6,6505,2009,"georgia"
"1482",11,7,5715,2009,"georgia"
"1483",11,8,7327,2009,"georgia"
"1484",11,9,11629,2009,"georgia"
"1485",11,10,7704,2009,"georgia"
"1486",11,11,10819,2009,"georgia"
"1487",11,12,16362,2009,"georgia"
"1488",11,13,18101,2009,"georgia"
"1489",11,14,19345,2009,"georgia"
"1490",11,15,7632,2009,"georgia"
"1491",11,16,86188,2009,"georgia"
"1492",11,17,12427,2009,"georgia"
"1493",11,18,23651,2009,"georgia"
"1494",11,19,74833,2009,"georgia"
"1495",11,20,10884,2009,"georgia"
"1496",11,21,95272,2009,"georgia"
"1497",11,22,66126,2009,"georgia"
"1498",11,23,35614,2009,"georgia"
"1499",11,24,17383,2009,"georgia"
"1500",11,NA,22746,2009,"georgia"
"1501",12,1,623052,2009,"hawaii"
"1502",12,2,262614,2009,"hawaii"
"1503",12,3,226752,2009,"hawaii"
"1504",12,4,234294,2009,"hawaii"
"1505",12,5,251509,2009,"hawaii"
"1506",12,6,273193,2009,"hawaii"
"1507",12,7,263071,2009,"hawaii"
"1508",12,8,287581,2009,"hawaii"
"1509",12,9,416438,2009,"hawaii"
"1510",12,10,307281,2009,"hawaii"
"1511",12,11,420628,2009,"hawaii"
"1512",12,12,469669,2009,"hawaii"
"1513",12,13,552083,2009,"hawaii"
"1514",12,14,589262,2009,"hawaii"
"1515",12,15,338837,2009,"hawaii"
"1516",12,16,3779870,2009,"hawaii"
"1517",12,17,629223,2009,"hawaii"
"1518",12,18,994701,2009,"hawaii"
"1519",12,19,2343307,2009,"hawaii"
"1520",12,20,1203035,2009,"hawaii"
"1521",12,21,2203438,2009,"hawaii"
"1522",12,22,788542,2009,"hawaii"
"1523",12,23,254148,2009,"hawaii"
"1524",12,24,126285,2009,"hawaii"
"1525",12,NA,699156,2009,"hawaii"
"1526",13,1,359409,2009,"idaho"
"1527",13,2,189234,2009,"idaho"
"1528",13,3,147029,2009,"idaho"
"1529",13,4,147399,2009,"idaho"
"1530",13,5,159382,2009,"idaho"
"1531",13,6,168815,2009,"idaho"
"1532",13,7,154721,2009,"idaho"
"1533",13,8,168243,2009,"idaho"
"1534",13,9,228503,2009,"idaho"
"1535",13,10,191140,2009,"idaho"
"1536",13,11,258864,2009,"idaho"
"1537",13,12,298797,2009,"idaho"
"1538",13,13,348194,2009,"idaho"
"1539",13,14,366447,2009,"idaho"
"1540",13,15,121400,2009,"idaho"
"1541",13,16,1811914,2009,"idaho"
"1542",13,17,339130,2009,"idaho"
"1543",13,18,456467,2009,"idaho"
"1544",13,19,1225649,2009,"idaho"
"1545",13,20,434505,2009,"idaho"
"1546",13,21,1170433,2009,"idaho"
"1547",13,22,438921,2009,"idaho"
"1548",13,23,122997,2009,"idaho"
"1549",13,24,69804,2009,"idaho"
"1550",13,NA,451814,2009,"idaho"
"1551",15,1,42862,2009,"indiana"
"1552",15,2,18567,2009,"indiana"
"1553",15,3,17599,2009,"indiana"
"1554",15,4,15525,2009,"indiana"
"1555",15,5,16194,2009,"indiana"
"1556",15,6,18019,2009,"indiana"
"1557",15,7,14945,2009,"indiana"
"1558",15,8,17394,2009,"indiana"
"1559",15,9,22269,2009,"indiana"
"1560",15,10,18774,2009,"indiana"
"1561",15,11,32120,2009,"indiana"
"1562",15,12,26038,2009,"indiana"
"1563",15,13,27566,2009,"indiana"
"1564",15,14,26425,2009,"indiana"
"1565",15,15,16445,2009,"indiana"
"1566",15,16,273863,2009,"indiana"
"1567",15,17,27994,2009,"indiana"
"1568",15,18,58519,2009,"indiana"
"1569",15,19,180288,2009,"indiana"
"1570",15,20,96191,2009,"indiana"
"1571",15,21,186797,2009,"indiana"
"1572",15,22,56864,2009,"indiana"
"1573",15,23,20923,2009,"indiana"
"1574",15,24,11747,2009,"indiana"
"1575",15,NA,51250,2009,"indiana"
"1576",16,1,62213,2009,"iowa"
"1577",16,2,21142,2009,"iowa"
"1578",16,3,22235,2009,"iowa"
"1579",16,4,22816,2009,"iowa"
"1580",16,5,24322,2009,"iowa"
"1581",16,6,22243,2009,"iowa"
"1582",16,7,24675,2009,"iowa"
"1583",16,8,26362,2009,"iowa"
"1584",16,9,31653,2009,"iowa"
"1585",16,10,29611,2009,"iowa"
"1586",16,11,37802,2009,"iowa"
"1587",16,12,39767,2009,"iowa"
"1588",16,13,41794,2009,"iowa"
"1589",16,14,49045,2009,"iowa"
"1590",16,15,23624,2009,"iowa"
"1591",16,16,276762,2009,"iowa"
"1592",16,17,57784,2009,"iowa"
"1593",16,18,98760,2009,"iowa"
"1594",16,19,225239,2009,"iowa"
"1595",16,20,90158,2009,"iowa"
"1596",16,21,165456,2009,"iowa"
"1597",16,22,53001,2009,"iowa"
"1598",16,23,12126,2009,"iowa"
"1599",16,24,10256,2009,"iowa"
"1600",16,NA,76955,2009,"iowa"
"1601",17,1,428723,2009,"kansas"
"1602",17,2,222455,2009,"kansas"
"1603",17,3,178481,2009,"kansas"
"1604",17,4,171920,2009,"kansas"
"1605",17,5,189271,2009,"kansas"
"1606",17,6,209680,2009,"kansas"
"1607",17,7,199313,2009,"kansas"
"1608",17,8,196968,2009,"kansas"
"1609",17,9,331911,2009,"kansas"
"1610",17,10,204562,2009,"kansas"
"1611",17,11,360323,2009,"kansas"
"1612",17,12,329381,2009,"kansas"
"1613",17,13,378309,2009,"kansas"
"1614",17,14,408823,2009,"kansas"
"1615",17,15,168596,2009,"kansas"
"1616",17,16,2349120,2009,"kansas"
"1617",17,17,333986,2009,"kansas"
"1618",17,18,702651,2009,"kansas"
"1619",17,19,1612744,2009,"kansas"
"1620",17,20,682570,2009,"kansas"
"1621",17,21,1729338,2009,"kansas"
"1622",17,22,726682,2009,"kansas"
"1623",17,23,176761,2009,"kansas"
"1624",17,24,88053,2009,"kansas"
"1625",17,NA,529788,2009,"kansas"
"1626",18,1,231175,2009,"kentucky"
"1627",18,2,98429,2009,"kentucky"
"1628",18,3,88512,2009,"kentucky"
"1629",18,4,93597,2009,"kentucky"
"1630",18,5,97179,2009,"kentucky"
"1631",18,6,87606,2009,"kentucky"
"1632",18,7,89300,2009,"kentucky"
"1633",18,8,96116,2009,"kentucky"
"1634",18,9,123475,2009,"kentucky"
"1635",18,10,106214,2009,"kentucky"
"1636",18,11,189652,2009,"kentucky"
"1637",18,12,176525,2009,"kentucky"
"1638",18,13,213145,2009,"kentucky"
"1639",18,14,222088,2009,"kentucky"
"1640",18,15,85429,2009,"kentucky"
"1641",18,16,1444563,2009,"kentucky"
"1642",18,17,243148,2009,"kentucky"
"1643",18,18,351243,2009,"kentucky"
"1644",18,19,796654,2009,"kentucky"
"1645",18,20,338530,2009,"kentucky"
"1646",18,21,656963,2009,"kentucky"
"1647",18,22,242110,2009,"kentucky"
"1648",18,23,54484,2009,"kentucky"
"1649",18,24,37124,2009,"kentucky"
"1650",18,NA,259852,2009,"kentucky"
"1651",19,1,92139,2009,"louisiana"
"1652",19,2,48532,2009,"louisiana"
"1653",19,3,41656,2009,"louisiana"
"1654",19,4,37740,2009,"louisiana"
"1655",19,5,39883,2009,"louisiana"
"1656",19,6,40988,2009,"louisiana"
"1657",19,7,39430,2009,"louisiana"
"1658",19,8,40599,2009,"louisiana"
"1659",19,9,49391,2009,"louisiana"
"1660",19,10,45180,2009,"louisiana"
"1661",19,11,82975,2009,"louisiana"
"1662",19,12,65898,2009,"louisiana"
"1663",19,13,76094,2009,"louisiana"
"1664",19,14,80009,2009,"louisiana"
"1665",19,15,25130,2009,"louisiana"
"1666",19,16,645202,2009,"louisiana"
"1667",19,17,90579,2009,"louisiana"
"1668",19,18,194309,2009,"louisiana"
"1669",19,19,391305,2009,"louisiana"
"1670",19,20,231640,2009,"louisiana"
"1671",19,21,379072,2009,"louisiana"
"1672",19,22,104599,2009,"louisiana"
"1673",19,23,27629,2009,"louisiana"
"1674",19,24,21542,2009,"louisiana"
"1675",19,NA,116336,2009,"louisiana"
"1676",20,1,91492,2009,"maine"
"1677",20,2,50351,2009,"maine"
"1678",20,3,36441,2009,"maine"
"1679",20,4,40394,2009,"maine"
"1680",20,5,38256,2009,"maine"
"1681",20,6,44189,2009,"maine"
"1682",20,7,38014,2009,"maine"
"1683",20,8,44072,2009,"maine"
"1684",20,9,50010,2009,"maine"
"1685",20,10,48269,2009,"maine"
"1686",20,11,74240,2009,"maine"
"1687",20,12,66788,2009,"maine"
"1688",20,13,73316,2009,"maine"
"1689",20,14,80972,2009,"maine"
"1690",20,15,23368,2009,"maine"
"1691",20,16,507068,2009,"maine"
"1692",20,17,90719,2009,"maine"
"1693",20,18,180914,2009,"maine"
"1694",20,19,400142,2009,"maine"
"1695",20,20,142618,2009,"maine"
"1696",20,21,388643,2009,"maine"
"1697",20,22,138628,2009,"maine"
"1698",20,23,28142,2009,"maine"
"1699",20,24,18665,2009,"maine"
"1700",20,NA,123036,2009,"maine"
"1701",21,1,145667,2009,"maryland"
"1702",21,2,62918,2009,"maryland"
"1703",21,3,60197,2009,"maryland"
"1704",21,4,57865,2009,"maryland"
"1705",21,5,62633,2009,"maryland"
"1706",21,6,63079,2009,"maryland"
"1707",21,7,61638,2009,"maryland"
"1708",21,8,67637,2009,"maryland"
"1709",21,9,80964,2009,"maryland"
"1710",21,10,87758,2009,"maryland"
"1711",21,11,172197,2009,"maryland"
"1712",21,12,136825,2009,"maryland"
"1713",21,13,160712,2009,"maryland"
"1714",21,14,164613,2009,"maryland"
"1715",21,15,49975,2009,"maryland"
"1716",21,16,909945,2009,"maryland"
"1717",21,17,221247,2009,"maryland"
"1718",21,18,234861,2009,"maryland"
"1719",21,19,505673,2009,"maryland"
"1720",21,20,201274,2009,"maryland"
"1721",21,21,384958,2009,"maryland"
"1722",21,22,177281,2009,"maryland"
"1723",21,23,46980,2009,"maryland"
"1724",21,24,21612,2009,"maryland"
"1725",21,NA,175604,2009,"maryland"
"1726",22,1,147042,2009,"massachusetts"
"1727",22,2,84438,2009,"massachusetts"
"1728",22,3,69279,2009,"massachusetts"
"1729",22,4,70795,2009,"massachusetts"
"1730",22,5,65777,2009,"massachusetts"
"1731",22,6,77515,2009,"massachusetts"
"1732",22,7,67127,2009,"massachusetts"
"1733",22,8,72331,2009,"massachusetts"
"1734",22,9,87638,2009,"massachusetts"
"1735",22,10,98149,2009,"massachusetts"
"1736",22,11,132832,2009,"massachusetts"
"1737",22,12,135744,2009,"massachusetts"
"1738",22,13,168461,2009,"massachusetts"
"1739",22,14,193552,2009,"massachusetts"
"1740",22,15,55908,2009,"massachusetts"
"1741",22,16,975356,2009,"massachusetts"
"1742",22,17,174335,2009,"massachusetts"
"1743",22,18,203667,2009,"massachusetts"
"1744",22,19,612778,2009,"massachusetts"
"1745",22,20,150705,2009,"massachusetts"
"1746",22,21,455551,2009,"massachusetts"
"1747",22,22,136659,2009,"massachusetts"
"1748",22,23,46774,2009,"massachusetts"
"1749",22,24,21853,2009,"massachusetts"
"1750",22,NA,187810,2009,"massachusetts"
"1751",23,1,35988,2009,"michigan"
"1752",23,2,16208,2009,"michigan"
"1753",23,3,14011,2009,"michigan"
"1754",23,4,16015,2009,"michigan"
"1755",23,5,14808,2009,"michigan"
"1756",23,6,16083,2009,"michigan"
"1757",23,7,14597,2009,"michigan"
"1758",23,8,18186,2009,"michigan"
"1759",23,9,17676,2009,"michigan"
"1760",23,10,16988,2009,"michigan"
"1761",23,11,37892,2009,"michigan"
"1762",23,12,33872,2009,"michigan"
"1763",23,13,39830,2009,"michigan"
"1764",23,14,36203,2009,"michigan"
"1765",23,15,8053,2009,"michigan"
"1766",23,16,308003,2009,"michigan"
"1767",23,17,53273,2009,"michigan"
"1768",23,18,72987,2009,"michigan"
"1769",23,19,163274,2009,"michigan"
"1770",23,20,85533,2009,"michigan"
"1771",23,21,169385,2009,"michigan"
"1772",23,22,61180,2009,"michigan"
"1773",23,23,16463,2009,"michigan"
"1774",23,24,8955,2009,"michigan"
"1775",23,NA,42838,2009,"michigan"
"1776",24,1,178309,2009,"minnesota"
"1777",24,2,84542,2009,"minnesota"
"1778",24,3,71504,2009,"minnesota"
"1779",24,4,76607,2009,"minnesota"
"1780",24,5,76076,2009,"minnesota"
"1781",24,6,77959,2009,"minnesota"
"1782",24,7,85851,2009,"minnesota"
"1783",24,8,86063,2009,"minnesota"
"1784",24,9,104916,2009,"minnesota"
"1785",24,10,94267,2009,"minnesota"
"1786",24,11,132809,2009,"minnesota"
"1787",24,12,140741,2009,"minnesota"
"1788",24,13,171213,2009,"minnesota"
"1789",24,14,169975,2009,"minnesota"
"1790",24,15,68739,2009,"minnesota"
"1791",24,16,1058548,2009,"minnesota"
"1792",24,17,132711,2009,"minnesota"
"1793",24,18,291083,2009,"minnesota"
"1794",24,19,671684,2009,"minnesota"
"1795",24,20,259115,2009,"minnesota"
"1796",24,21,822310,2009,"minnesota"
"1797",24,22,408598,2009,"minnesota"
"1798",24,23,113409,2009,"minnesota"
"1799",24,24,86971,2009,"minnesota"
"1800",24,NA,235478,2009,"minnesota"
"1801",25,1,191528,2009,"mississippi"
"1802",25,2,114299,2009,"mississippi"
"1803",25,3,89209,2009,"mississippi"
"1804",25,4,85915,2009,"mississippi"
"1805",25,5,82808,2009,"mississippi"
"1806",25,6,86677,2009,"mississippi"
"1807",25,7,107230,2009,"mississippi"
"1808",25,8,89695,2009,"mississippi"
"1809",25,9,105187,2009,"mississippi"
"1810",25,10,102150,2009,"mississippi"
"1811",25,11,143067,2009,"mississippi"
"1812",25,12,156338,2009,"mississippi"
"1813",25,13,162449,2009,"mississippi"
"1814",25,14,165231,2009,"mississippi"
"1815",25,15,81379,2009,"mississippi"
"1816",25,16,1230405,2009,"mississippi"
"1817",25,17,148366,2009,"mississippi"
"1818",25,18,305949,2009,"mississippi"
"1819",25,19,726481,2009,"mississippi"
"1820",25,20,370143,2009,"mississippi"
"1821",25,21,1074685,2009,"mississippi"
"1822",25,22,515236,2009,"mississippi"
"1823",25,23,121171,2009,"mississippi"
"1824",25,24,103894,2009,"mississippi"
"1825",25,NA,234095,2009,"mississippi"
"1826",26,1,309044,2009,"missouri"
"1827",26,2,148276,2009,"missouri"
"1828",26,3,134731,2009,"missouri"
"1829",26,4,123822,2009,"missouri"
"1830",26,5,131502,2009,"missouri"
"1831",26,6,140536,2009,"missouri"
"1832",26,7,139291,2009,"missouri"
"1833",26,8,141411,2009,"missouri"
"1834",26,9,176971,2009,"missouri"
"1835",26,10,154125,2009,"missouri"
"1836",26,11,239253,2009,"missouri"
"1837",26,12,244217,2009,"missouri"
"1838",26,13,337059,2009,"missouri"
"1839",26,14,365311,2009,"missouri"
"1840",26,15,128964,2009,"missouri"
"1841",26,16,2056673,2009,"missouri"
"1842",26,17,300071,2009,"missouri"
"1843",26,18,641475,2009,"missouri"
"1844",26,19,1385071,2009,"missouri"
"1845",26,20,582528,2009,"missouri"
"1846",26,21,1088966,2009,"missouri"
"1847",26,22,471522,2009,"missouri"
"1848",26,23,110274,2009,"missouri"
"1849",26,24,56744,2009,"missouri"
"1850",26,NA,361890,2009,"missouri"
"1851",27,1,180382,2009,"montana"
"1852",27,2,89095,2009,"montana"
"1853",27,3,66676,2009,"montana"
"1854",27,4,74819,2009,"montana"
"1855",27,5,71190,2009,"montana"
"1856",27,6,69685,2009,"montana"
"1857",27,7,67574,2009,"montana"
"1858",27,8,72646,2009,"montana"
"1859",27,9,79687,2009,"montana"
"1860",27,10,82189,2009,"montana"
"1861",27,11,126862,2009,"montana"
"1862",27,12,97997,2009,"montana"
"1863",27,13,128420,2009,"montana"
"1864",27,14,148143,2009,"montana"
"1865",27,15,59898,2009,"montana"
"1866",27,16,1001209,2009,"montana"
"1867",27,17,121849,2009,"montana"
"1868",27,18,297590,2009,"montana"
"1869",27,19,706844,2009,"montana"
"1870",27,20,359686,2009,"montana"
"1871",27,21,787224,2009,"montana"
"1872",27,22,258339,2009,"montana"
"1873",27,23,66556,2009,"montana"
"1874",27,24,34707,2009,"montana"
"1875",27,NA,216948,2009,"montana"
"1876",28,1,103235,2009,"nebraska"
"1877",28,2,52048,2009,"nebraska"
"1878",28,3,43501,2009,"nebraska"
"1879",28,4,43339,2009,"nebraska"
"1880",28,5,47142,2009,"nebraska"
"1881",28,6,50416,2009,"nebraska"
"1882",28,7,45541,2009,"nebraska"
"1883",28,8,49207,2009,"nebraska"
"1884",28,9,61986,2009,"nebraska"
"1885",28,10,69211,2009,"nebraska"
"1886",28,11,96472,2009,"nebraska"
"1887",28,12,87679,2009,"nebraska"
"1888",28,13,115616,2009,"nebraska"
"1889",28,14,141055,2009,"nebraska"
"1890",28,15,42016,2009,"nebraska"
"1891",28,16,539336,2009,"nebraska"
"1892",28,17,134189,2009,"nebraska"
"1893",28,18,144327,2009,"nebraska"
"1894",28,19,408022,2009,"nebraska"
"1895",28,20,148881,2009,"nebraska"
"1896",28,21,254634,2009,"nebraska"
"1897",28,22,91828,2009,"nebraska"
"1898",28,23,27651,2009,"nebraska"
"1899",28,24,16032,2009,"nebraska"
"1900",28,NA,138632,2009,"nebraska"
"1901",29,1,200827,2009,"nevada"
"1902",29,2,95207,2009,"nevada"
"1903",29,3,80059,2009,"nevada"
"1904",29,4,77575,2009,"nevada"
"1905",29,5,79547,2009,"nevada"
"1906",29,6,85982,2009,"nevada"
"1907",29,7,80065,2009,"nevada"
"1908",29,8,94575,2009,"nevada"
"1909",29,9,98271,2009,"nevada"
"1910",29,10,93172,2009,"nevada"
"1911",29,11,181874,2009,"nevada"
"1912",29,12,153852,2009,"nevada"
"1913",29,13,200687,2009,"nevada"
"1914",29,14,214248,2009,"nevada"
"1915",29,15,72700,2009,"nevada"
"1916",29,16,1245518,2009,"nevada"
"1917",29,17,208619,2009,"nevada"
"1918",29,18,357792,2009,"nevada"
"1919",29,19,771870,2009,"nevada"
"1920",29,20,294346,2009,"nevada"
"1921",29,21,681838,2009,"nevada"
"1922",29,22,275747,2009,"nevada"
"1923",29,23,64374,2009,"nevada"
"1924",29,24,38580,2009,"nevada"
"1925",29,NA,240255,2009,"nevada"
"1926",30,1,24986,2009,"new hampshire"
"1927",30,2,13497,2009,"new hampshire"
"1928",30,3,13818,2009,"new hampshire"
"1929",30,4,12249,2009,"new hampshire"
"1930",30,5,12174,2009,"new hampshire"
"1931",30,6,11315,2009,"new hampshire"
"1932",30,7,11624,2009,"new hampshire"
"1933",30,8,14063,2009,"new hampshire"
"1934",30,9,13528,2009,"new hampshire"
"1935",30,10,14332,2009,"new hampshire"
"1936",30,11,27672,2009,"new hampshire"
"1937",30,12,23704,2009,"new hampshire"
"1938",30,13,33119,2009,"new hampshire"
"1939",30,14,24990,2009,"new hampshire"
"1940",30,15,10627,2009,"new hampshire"
"1941",30,16,198583,2009,"new hampshire"
"1942",30,17,37138,2009,"new hampshire"
"1943",30,18,56043,2009,"new hampshire"
"1944",30,19,145204,2009,"new hampshire"
"1945",30,20,55651,2009,"new hampshire"
"1946",30,21,128109,2009,"new hampshire"
"1947",30,22,38652,2009,"new hampshire"
"1948",30,23,8909,2009,"new hampshire"
"1949",30,24,6501,2009,"new hampshire"
"1950",30,NA,38501,2009,"new hampshire"
"1951",31,1,66264,2009,"new jersey"
"1952",31,2,29271,2009,"new jersey"
"1953",31,3,27711,2009,"new jersey"
"1954",31,4,27095,2009,"new jersey"
"1955",31,5,28690,2009,"new jersey"
"1956",31,6,24952,2009,"new jersey"
"1957",31,7,23980,2009,"new jersey"
"1958",31,8,24321,2009,"new jersey"
"1959",31,9,32307,2009,"new jersey"
"1960",31,10,25714,2009,"new jersey"
"1961",31,11,47392,2009,"new jersey"
"1962",31,12,38877,2009,"new jersey"
"1963",31,13,47700,2009,"new jersey"
"1964",31,14,51209,2009,"new jersey"
"1965",31,15,22759,2009,"new jersey"
"1966",31,16,340613,2009,"new jersey"
"1967",31,17,46281,2009,"new jersey"
"1968",31,18,112022,2009,"new jersey"
"1969",31,19,248248,2009,"new jersey"
"1970",31,20,121874,2009,"new jersey"
"1971",31,21,230552,2009,"new jersey"
"1972",31,22,67967,2009,"new jersey"
"1973",31,23,20734,2009,"new jersey"
"1974",31,24,11151,2009,"new jersey"
"1975",31,NA,78938,2009,"new jersey"
"1976",32,1,109820,2009,"new mexico"
"1977",32,2,30108,2009,"new mexico"
"1978",32,3,40764,2009,"new mexico"
"1979",32,4,39925,2009,"new mexico"
"1980",32,5,43280,2009,"new mexico"
"1981",32,6,48857,2009,"new mexico"
"1982",32,7,43383,2009,"new mexico"
"1983",32,8,44865,2009,"new mexico"
"1984",32,9,78838,2009,"new mexico"
"1985",32,10,42525,2009,"new mexico"
"1986",32,11,60732,2009,"new mexico"
"1987",32,12,87318,2009,"new mexico"
"1988",32,13,77724,2009,"new mexico"
"1989",32,14,93177,2009,"new mexico"
"1990",32,15,49544,2009,"new mexico"
"1991",32,16,504469,2009,"new mexico"
"1992",32,17,72444,2009,"new mexico"
"1993",32,18,144776,2009,"new mexico"
"1994",32,19,380324,2009,"new mexico"
"1995",32,20,141619,2009,"new mexico"
"1996",32,21,258457,2009,"new mexico"
"1997",32,22,90495,2009,"new mexico"
"1998",32,23,27630,2009,"new mexico"
"1999",32,24,12410,2009,"new mexico"
"2000",32,NA,119601,2009,"new mexico"
"2001",33,1,39664,2009,"new york"
"2002",33,2,19076,2009,"new york"
"2003",33,3,15326,2009,"new york"
"2004",33,4,19020,2009,"new york"
"2005",33,5,14399,2009,"new york"
"2006",33,6,17389,2009,"new york"
"2007",33,7,16227,2009,"new york"
"2008",33,8,16779,2009,"new york"
"2009",33,9,16393,2009,"new york"
"2010",33,10,23062,2009,"new york"
"2011",33,11,32396,2009,"new york"
"2012",33,12,28168,2009,"new york"
"2013",33,13,41444,2009,"new york"
"2014",33,14,35236,2009,"new york"
"2015",33,15,10507,2009,"new york"
"2016",33,16,273029,2009,"new york"
"2017",33,17,42589,2009,"new york"
"2018",33,18,69065,2009,"new york"
"2019",33,19,156696,2009,"new york"
"2020",33,20,90668,2009,"new york"
"2021",33,21,206540,2009,"new york"
"2022",33,22,78638,2009,"new york"
"2023",33,23,14737,2009,"new york"
"2024",33,24,10099,2009,"new york"
"2025",33,NA,37428,2009,"new york"
"2026",34,1,266183,2009,"north carolina"
"2027",34,2,162938,2009,"north carolina"
"2028",34,3,115866,2009,"north carolina"
"2029",34,4,107541,2009,"north carolina"
"2030",34,5,125911,2009,"north carolina"
"2031",34,6,132768,2009,"north carolina"
"2032",34,7,131893,2009,"north carolina"
"2033",34,8,140142,2009,"north carolina"
"2034",34,9,190298,2009,"north carolina"
"2035",34,10,143197,2009,"north carolina"
"2036",34,11,222841,2009,"north carolina"
"2037",34,12,200101,2009,"north carolina"
"2038",34,13,242495,2009,"north carolina"
"2039",34,14,252039,2009,"north carolina"
"2040",34,15,117344,2009,"north carolina"
"2041",34,16,1804000,2009,"north carolina"
"2042",34,17,168197,2009,"north carolina"
"2043",34,18,372105,2009,"north carolina"
"2044",34,19,943990,2009,"north carolina"
"2045",34,20,401402,2009,"north carolina"
"2046",34,21,1364459,2009,"north carolina"
"2047",34,22,552238,2009,"north carolina"
"2048",34,23,142424,2009,"north carolina"
"2049",34,24,79978,2009,"north carolina"
"2050",34,NA,327390,2009,"north carolina"
"2051",35,1,82243,2009,"north dakota"
"2052",35,2,27749,2009,"north dakota"
"2053",35,3,30268,2009,"north dakota"
"2054",35,4,31771,2009,"north dakota"
"2055",35,5,37535,2009,"north dakota"
"2056",35,6,32830,2009,"north dakota"
"2057",35,7,34759,2009,"north dakota"
"2058",35,8,37171,2009,"north dakota"
"2059",35,9,57549,2009,"north dakota"
"2060",35,10,32918,2009,"north dakota"
"2061",35,11,52265,2009,"north dakota"
"2062",35,12,63835,2009,"north dakota"
"2063",35,13,65399,2009,"north dakota"
"2064",35,14,79901,2009,"north dakota"
"2065",35,15,22821,2009,"north dakota"
"2066",35,16,341103,2009,"north dakota"
"2067",35,17,65535,2009,"north dakota"
"2068",35,18,101140,2009,"north dakota"
"2069",35,19,278196,2009,"north dakota"
"2070",35,20,105407,2009,"north dakota"
"2071",35,21,203546,2009,"north dakota"
"2072",35,22,92962,2009,"north dakota"
"2073",35,23,22689,2009,"north dakota"
"2074",35,24,20987,2009,"north dakota"
"2075",35,NA,89092,2009,"north dakota"
"2076",36,1,655869,2009,"ohio"
"2077",36,2,281561,2009,"ohio"
"2078",36,3,249055,2009,"ohio"
"2079",36,4,245705,2009,"ohio"
"2080",36,5,256589,2009,"ohio"
"2081",36,6,288410,2009,"ohio"
"2082",36,7,293441,2009,"ohio"
"2083",36,8,340624,2009,"ohio"
"2084",36,9,448963,2009,"ohio"
"2085",36,10,326674,2009,"ohio"
"2086",36,11,508325,2009,"ohio"
"2087",36,12,516968,2009,"ohio"
"2088",36,13,604663,2009,"ohio"
"2089",36,14,620228,2009,"ohio"
"2090",36,15,325671,2009,"ohio"
"2091",36,16,3618925,2009,"ohio"
"2092",36,17,560748,2009,"ohio"
"2093",36,18,794061,2009,"ohio"
"2094",36,19,2128657,2009,"ohio"
"2095",36,20,1201901,2009,"ohio"
"2096",36,21,2670247,2009,"ohio"
"2097",36,22,1316384,2009,"ohio"
"2098",36,23,368127,2009,"ohio"
"2099",36,24,176647,2009,"ohio"
"2100",36,NA,743010,2009,"ohio"
"2101",37,1,335538,2009,"oklahoma"
"2102",37,2,152075,2009,"oklahoma"
"2103",37,3,137251,2009,"oklahoma"
"2104",37,4,135650,2009,"oklahoma"
"2105",37,5,135236,2009,"oklahoma"
"2106",37,6,150105,2009,"oklahoma"
"2107",37,7,137388,2009,"oklahoma"
"2108",37,8,150465,2009,"oklahoma"
"2109",37,9,200030,2009,"oklahoma"
"2110",37,10,171082,2009,"oklahoma"
"2111",37,11,243666,2009,"oklahoma"
"2112",37,12,294031,2009,"oklahoma"
"2113",37,13,330475,2009,"oklahoma"
"2114",37,14,311177,2009,"oklahoma"
"2115",37,15,108740,2009,"oklahoma"
"2116",37,16,1657778,2009,"oklahoma"
"2117",37,17,307413,2009,"oklahoma"
"2118",37,18,533447,2009,"oklahoma"
"2119",37,19,1217536,2009,"oklahoma"
"2120",37,20,568799,2009,"oklahoma"
"2121",37,21,1166691,2009,"oklahoma"
"2122",37,22,387134,2009,"oklahoma"
"2123",37,23,92984,2009,"oklahoma"
"2124",37,24,67401,2009,"oklahoma"
"2125",37,NA,388792,2009,"oklahoma"
"2126",38,1,21031,2009,"oregon"
"2127",38,2,7904,2009,"oregon"
"2128",38,3,7753,2009,"oregon"
"2129",38,4,6793,2009,"oregon"
"2130",38,5,6720,2009,"oregon"
"2131",38,6,7583,2009,"oregon"
"2132",38,7,7701,2009,"oregon"
"2133",38,8,9559,2009,"oregon"
"2134",38,9,8283,2009,"oregon"
"2135",38,10,8383,2009,"oregon"
