"","state_code","school_code","people","year","state_name"
"3787",55,12,115251,2010,NA
"3788",55,13,149325,2010,NA
"3789",55,14,178313,2010,NA
"3790",55,15,71360,2010,NA
"3791",55,16,1299312,2010,NA
"3792",55,17,152089,2010,NA
"3793",55,18,328509,2010,NA
"3794",55,19,705241,2010,NA
"3795",55,20,385844,2010,NA
"3796",55,21,709828,2010,NA
"3797",55,22,243132,2010,NA
"3798",55,23,55672,2010,NA
"3799",55,24,39737,2010,NA
"3800",55,NA,208831,2010,NA
"3801",56,1,19716,2010,NA
"3802",56,2,12126,2010,NA
"3803",56,3,7416,2010,NA
"3804",56,4,8084,2010,NA
"3805",56,5,6814,2010,NA
"3806",56,6,7677,2010,NA
"3807",56,7,6274,2010,NA
"3808",56,8,8465,2010,NA
"3809",56,9,8062,2010,NA
"3810",56,10,7557,2010,NA
"3811",56,11,12596,2010,NA
"3812",56,12,11429,2010,NA
"3813",56,13,13929,2010,NA
"3814",56,14,12862,2010,NA
"3815",56,15,4564,2010,NA
"3816",56,16,105828,2010,NA
"3817",56,17,24999,2010,NA
"3818",56,18,39909,2010,NA
"3819",56,19,82952,2010,NA
"3820",56,20,44481,2010,NA
"3821",56,21,62902,2010,NA
"3822",56,22,22945,2010,NA
"3823",56,23,4873,2010,NA
"3824",56,24,4769,2010,NA
"3825",56,NA,23231,2010,NA
"3826",1,1,173156,2011,"alabama"
"3827",1,2,70659,2011,"alabama"
"3828",1,3,66442,2011,"alabama"
"3829",1,4,63321,2011,"alabama"
"3830",1,5,66380,2011,"alabama"
"3831",1,6,66546,2011,"alabama"
"3832",1,7,73869,2011,"alabama"
"3833",1,8,71585,2011,"alabama"
"3834",1,9,92118,2011,"alabama"
"3835",1,10,96664,2011,"alabama"
"3836",1,11,132771,2011,"alabama"
"3837",1,12,152178,2011,"alabama"
"3838",1,13,197800,2011,"alabama"
"3839",1,14,194039,2011,"alabama"
"3840",1,15,69699,2011,"alabama"
"3841",1,16,933658,2011,"alabama"
"3842",1,17,186944,2011,"alabama"
"3843",1,18,251991,2011,"alabama"
"3844",1,19,667822,2011,"alabama"
"3845",1,20,253266,2011,"alabama"
"3846",1,21,473291,2011,"alabama"
"3847",1,22,197430,2011,"alabama"
"3848",1,23,44456,2011,"alabama"
"3849",1,24,33434,2011,"alabama"
"3850",1,NA,173221,2011,"alabama"
"3851",2,1,25716,2011,"arizona"
"3852",2,2,9989,2011,"arizona"
"3853",2,3,14484,2011,"arizona"
"3854",2,4,9525,2011,"arizona"
"3855",2,5,9605,2011,"arizona"
"3856",2,6,12966,2011,"arizona"
"3857",2,7,9905,2011,"arizona"
"3858",2,8,11311,2011,"arizona"
"3859",2,9,13418,2011,"arizona"
"3860",2,10,9428,2011,"arizona"
"3861",2,11,18641,2011,"arizona"
"3862",2,12,12062,2011,"arizona"
"3863",2,13,16862,2011,"arizona"
"3864",2,14,23787,2011,"arizona"
"3865",2,15,6495,2011,"arizona"
"3866",2,16,136777,2011,"arizona"
"3867",2,17,27179,2011,"arizona"
"3868",2,18,45387,2011,"arizona"
"3869",2,19,118938,2011,"arizona"
"3870",2,20,36061,2011,"arizona"
"3871",2,21,74682,2011,"arizona"
"3872",2,22,32229,2011,"arizona"
"3873",2,23,10076,2011,"arizona"
"3874",2,24,5403,2011,"arizona"
"3875",2,NA,31792,2011,"arizona"
"3876",4,1,265727,2011,"california"
"3877",4,2,79174,2011,"california"
"3878",4,3,100348,2011,"california"
"3879",4,4,95502,2011,"california"
"3880",4,5,99246,2011,"california"
"3881",4,6,104510,2011,"california"
"3882",4,7,106518,2011,"california"
"3883",4,8,106565,2011,"california"
"3884",4,9,160970,2011,"california"
"3885",4,10,108221,2011,"california"
"3886",4,11,162652,2011,"california"
"3887",4,12,176773,2011,"california"
"3888",4,13,184872,2011,"california"
"3889",4,14,218350,2011,"california"
"3890",4,15,108710,2011,"california"
"3891",4,16,1063052,2011,"california"
"3892",4,17,189306,2011,"california"
"3893",4,18,385306,2011,"california"
"3894",4,19,974973,2011,"california"
"3895",4,20,383903,2011,"california"
"3896",4,21,754208,2011,"california"
"3897",4,22,290185,2011,"california"
"3898",4,23,63118,2011,"california"
"3899",4,24,42966,2011,"california"
"3900",4,NA,257350,2011,"california"
"3901",5,1,108337,2011,"colorado"
"3902",5,2,44523,2011,"colorado"
"3903",5,3,39799,2011,"colorado"
"3904",5,4,36438,2011,"colorado"
"3905",5,5,45636,2011,"colorado"
"3906",5,6,48427,2011,"colorado"
"3907",5,7,43342,2011,"colorado"
"3908",5,8,50133,2011,"colorado"
"3909",5,9,56236,2011,"colorado"
"3910",5,10,64653,2011,"colorado"
"3911",5,11,86837,2011,"colorado"
"3912",5,12,82038,2011,"colorado"
"3913",5,13,100597,2011,"colorado"
"3914",5,14,106933,2011,"colorado"
"3915",5,15,42787,2011,"colorado"
"3916",5,16,651776,2011,"colorado"
"3917",5,17,129819,2011,"colorado"
"3918",5,18,156276,2011,"colorado"
"3919",5,19,390715,2011,"colorado"
"3920",5,20,126718,2011,"colorado"
"3921",5,21,273250,2011,"colorado"
"3922",5,22,100134,2011,"colorado"
"3923",5,23,25947,2011,"colorado"
"3924",5,24,15739,2011,"colorado"
"3925",5,NA,110889,2011,"colorado"
"3926",6,1,1652763,2011,"connecticut"
"3927",6,2,538939,2011,"connecticut"
"3928",6,3,527165,2011,"connecticut"
"3929",6,4,562018,2011,"connecticut"
"3930",6,5,589211,2011,"connecticut"
"3931",6,6,718377,2011,"connecticut"
"3932",6,7,638628,2011,"connecticut"
"3933",6,8,682712,2011,"connecticut"
"3934",6,9,1363912,2011,"connecticut"
"3935",6,10,665179,2011,"connecticut"
"3936",6,11,870857,2011,"connecticut"
"3937",6,12,1114426,2011,"connecticut"
"3938",6,13,988324,2011,"connecticut"
"3939",6,14,1269229,2011,"connecticut"
"3940",6,15,785865,2011,"connecticut"
"3941",6,16,5742707,2011,"connecticut"
"3942",6,17,607680,2011,"connecticut"
"3943",6,18,1810646,2011,"connecticut"
"3944",6,19,5285296,2011,"connecticut"
"3945",6,20,2063950,2011,"connecticut"
"3946",6,21,5013667,2011,"connecticut"
"3947",6,22,1821835,2011,"connecticut"
"3948",6,23,555806,2011,"connecticut"
"3949",6,24,353957,2011,"connecticut"
"3950",6,NA,1468763,2011,"connecticut"
"3951",8,1,170560,2011,"district of columbia"
"3952",8,2,81273,2011,"district of columbia"
"3953",8,3,74432,2011,"district of columbia"
"3954",8,4,68973,2011,"district of columbia"
"3955",8,5,76254,2011,"district of columbia"
"3956",8,6,81935,2011,"district of columbia"
"3957",8,7,79201,2011,"district of columbia"
"3958",8,8,73864,2011,"district of columbia"
"3959",8,9,107249,2011,"district of columbia"
"3960",8,10,68225,2011,"district of columbia"
"3961",8,11,100930,2011,"district of columbia"
"3962",8,12,121487,2011,"district of columbia"
"3963",8,13,122377,2011,"district of columbia"
"3964",8,14,140834,2011,"district of columbia"
"3965",8,15,66356,2011,"district of columbia"
"3966",8,16,749424,2011,"district of columbia"
"3967",8,17,150265,2011,"district of columbia"
"3968",8,18,282087,2011,"district of columbia"
"3969",8,19,700808,2011,"district of columbia"
"3970",8,20,302040,2011,"district of columbia"
"3971",8,21,839041,2011,"district of columbia"
"3972",8,22,336636,2011,"district of columbia"
"3973",8,23,71788,2011,"district of columbia"
"3974",8,24,53086,2011,"district of columbia"
"3975",8,NA,197671,2011,"district of columbia"
"3976",9,1,101753,2011,"florida"
"3977",9,2,55543,2011,"florida"
"3978",9,3,45297,2011,"florida"
"3979",9,4,50947,2011,"florida"
"3980",9,5,46290,2011,"florida"
"3981",9,6,55981,2011,"florida"
"3982",9,7,55585,2011,"florida"
"3983",9,8,54119,2011,"florida"
"3984",9,9,67650,2011,"florida"
"3985",9,10,57473,2011,"florida"
"3986",9,11,83924,2011,"florida"
"3987",9,12,86320,2011,"florida"
"3988",9,13,95047,2011,"florida"
"3989",9,14,105024,2011,"florida"
"3990",9,15,46444,2011,"florida"
"3991",9,16,683571,2011,"florida"
"3992",9,17,85802,2011,"florida"
"3993",9,18,161323,2011,"florida"
"3994",9,19,417906,2011,"florida"
"3995",9,20,189204,2011,"florida"
"3996",9,21,541858,2011,"florida"
"3997",9,22,276515,2011,"florida"
"3998",9,23,69160,2011,"florida"
"3999",9,24,40507,2011,"florida"
"4000",9,NA,107466,2011,"florida"
"4001",10,1,28870,2011,"georgia"
"4002",10,2,15196,2011,"georgia"
"4003",10,3,9779,2011,"georgia"
"4004",10,4,11803,2011,"georgia"
"4005",10,5,13310,2011,"georgia"
"4006",10,6,13735,2011,"georgia"
"4007",10,7,15157,2011,"georgia"
"4008",10,8,12258,2011,"georgia"
"4009",10,9,14830,2011,"georgia"
"4010",10,10,16816,2011,"georgia"
"4011",10,11,20844,2011,"georgia"
"4012",10,12,19489,2011,"georgia"
"4013",10,13,29552,2011,"georgia"
"4014",10,14,30509,2011,"georgia"
"4015",10,15,12130,2011,"georgia"
"4016",10,16,195342,2011,"georgia"
"4017",10,17,22060,2011,"georgia"
"4018",10,18,47439,2011,"georgia"
"4019",10,19,116882,2011,"georgia"
"4020",10,20,48385,2011,"georgia"
"4021",10,21,110670,2011,"georgia"
"4022",10,22,50326,2011,"georgia"
"4023",10,23,10583,2011,"georgia"
"4024",10,24,9754,2011,"georgia"
"4025",10,NA,31416,2011,"georgia"
"4026",11,1,16141,2011,"idaho"
"4027",11,2,11749,2011,"idaho"
"4028",11,3,4580,2011,"idaho"
"4029",11,4,6003,2011,"idaho"
"4030",11,5,6364,2011,"idaho"
"4031",11,6,5895,2011,"idaho"
"4032",11,7,7902,2011,"idaho"
"4033",11,8,5627,2011,"idaho"
"4034",11,9,7886,2011,"idaho"
"4035",11,10,8229,2011,"idaho"
"4036",11,11,10508,2011,"idaho"
"4037",11,12,12675,2011,"idaho"
"4038",11,13,17543,2011,"idaho"
"4039",11,14,18685,2011,"idaho"
"4040",11,15,7355,2011,"idaho"
"4041",11,16,82020,2011,"idaho"
"4042",11,17,11900,2011,"idaho"
"4043",11,18,22132,2011,"idaho"
"4044",11,19,73600,2011,"idaho"
"4045",11,20,14543,2011,"idaho"
"4046",11,21,119431,2011,"idaho"
"4047",11,22,77796,2011,"idaho"
"4048",11,23,30464,2011,"idaho"
"4049",11,24,17521,2011,"idaho"
"4050",11,NA,21447,2011,"idaho"
"4051",12,1,627711,2011,"illinois"
"4052",12,2,280776,2011,"illinois"
"4053",12,3,233882,2011,"illinois"
"4054",12,4,231178,2011,"illinois"
"4055",12,5,241961,2011,"illinois"
"4056",12,6,261654,2011,"illinois"
"4057",12,7,269873,2011,"illinois"
"4058",12,8,285648,2011,"illinois"
"4059",12,9,396846,2011,"illinois"
"4060",12,10,305695,2011,"illinois"
"4061",12,11,420826,2011,"illinois"
"4062",12,12,476906,2011,"illinois"
"4063",12,13,543766,2011,"illinois"
"4064",12,14,596002,2011,"illinois"
"4065",12,15,356226,2011,"illinois"
"4066",12,16,3983190,2011,"illinois"
"4067",12,17,621167,2011,"illinois"
"4068",12,18,1024625,2011,"illinois"
"4069",12,19,2402400,2011,"illinois"
"4070",12,20,1311162,2011,"illinois"
"4071",12,21,2318077,2011,"illinois"
"4072",12,22,853659,2011,"illinois"
"4073",12,23,252914,2011,"illinois"
"4074",12,24,144298,2011,"illinois"
"4075",12,NA,617100,2011,"illinois"
"4076",13,1,361595,2011,"indiana"
"4077",13,2,170303,2011,"indiana"
"4078",13,3,155688,2011,"indiana"
"4079",13,4,144341,2011,"indiana"
"4080",13,5,140637,2011,"indiana"
"4081",13,6,161741,2011,"indiana"
"4082",13,7,164113,2011,"indiana"
"4083",13,8,181829,2011,"indiana"
"4084",13,9,229908,2011,"indiana"
"4085",13,10,188094,2011,"indiana"
"4086",13,11,247094,2011,"indiana"
"4087",13,12,310088,2011,"indiana"
"4088",13,13,343917,2011,"indiana"
"4089",13,14,356968,2011,"indiana"
"4090",13,15,133488,2011,"indiana"
"4091",13,16,1816315,2011,"indiana"
"4092",13,17,350273,2011,"indiana"
"4093",13,18,452920,2011,"indiana"
"4094",13,19,1249736,2011,"indiana"
"4095",13,20,449421,2011,"indiana"
"4096",13,21,1192133,2011,"indiana"
"4097",13,22,440458,2011,"indiana"
"4098",13,23,113865,2011,"indiana"
"4099",13,24,70682,2011,"indiana"
"4100",13,NA,389603,2011,"indiana"
"4101",15,1,42276,2011,"kansas"
"4102",15,2,17018,2011,"kansas"
"4103",15,3,16215,2011,"kansas"
"4104",15,4,21349,2011,"kansas"
"4105",15,5,15304,2011,"kansas"
"4106",15,6,17021,2011,"kansas"
"4107",15,7,21345,2011,"kansas"
"4108",15,8,15782,2011,"kansas"
"4109",15,9,30438,2011,"kansas"
"4110",15,10,20768,2011,"kansas"
"4111",15,11,28774,2011,"kansas"
"4112",15,12,28409,2011,"kansas"
"4113",15,13,31408,2011,"kansas"
"4114",15,14,30952,2011,"kansas"
"4115",15,15,16232,2011,"kansas"
"4116",15,16,291154,2011,"kansas"
"4117",15,17,26608,2011,"kansas"
"4118",15,18,61277,2011,"kansas"
"4119",15,19,199497,2011,"kansas"
"4120",15,20,104126,2011,"kansas"
"4121",15,21,194645,2011,"kansas"
"4122",15,22,63477,2011,"kansas"
"4123",15,23,18430,2011,"kansas"
"4124",15,24,10942,2011,"kansas"
"4125",15,NA,51363,2011,"kansas"
"4126",16,1,65244,2011,"kentucky"
"4127",16,2,26870,2011,"kentucky"
"4128",16,3,29864,2011,"kentucky"
"4129",16,4,24125,2011,"kentucky"
"4130",16,5,26830,2011,"kentucky"
"4131",16,6,28991,2011,"kentucky"
"4132",16,7,26634,2011,"kentucky"
"4133",16,8,24553,2011,"kentucky"
"4134",16,9,33818,2011,"kentucky"
"4135",16,10,24570,2011,"kentucky"
"4136",16,11,37484,2011,"kentucky"
"4137",16,12,37838,2011,"kentucky"
"4138",16,13,41274,2011,"kentucky"
"4139",16,14,46801,2011,"kentucky"
"4140",16,15,19610,2011,"kentucky"
"4141",16,16,262281,2011,"kentucky"
"4142",16,17,59662,2011,"kentucky"
"4143",16,18,103043,2011,"kentucky"
"4144",16,19,235527,2011,"kentucky"
"4145",16,20,97820,2011,"kentucky"
"4146",16,21,183965,2011,"kentucky"
"4147",16,22,57198,2011,"kentucky"
"4148",16,23,12546,2011,"kentucky"
"4149",16,24,10143,2011,"kentucky"
"4150",16,NA,68294,2011,"kentucky"
"4151",17,1,429431,2011,"louisiana"
"4152",17,2,211954,2011,"louisiana"
"4153",17,3,186093,2011,"louisiana"
"4154",17,4,172994,2011,"louisiana"
"4155",17,5,189485,2011,"louisiana"
"4156",17,6,196972,2011,"louisiana"
"4157",17,7,188881,2011,"louisiana"
"4158",17,8,201230,2011,"louisiana"
"4159",17,9,307546,2011,"louisiana"
"4160",17,10,199880,2011,"louisiana"
"4161",17,11,345453,2011,"louisiana"
"4162",17,12,303837,2011,"louisiana"
"4163",17,13,366673,2011,"louisiana"
"4164",17,14,403513,2011,"louisiana"
"4165",17,15,179537,2011,"louisiana"
"4166",17,16,2390868,2011,"louisiana"
"4167",17,17,346018,2011,"louisiana"
"4168",17,18,673310,2011,"louisiana"
"4169",17,19,1624429,2011,"louisiana"
"4170",17,20,690534,2011,"louisiana"
"4171",17,21,1780385,2011,"louisiana"
"4172",17,22,722286,2011,"louisiana"
"4173",17,23,197833,2011,"louisiana"
"4174",17,24,89535,2011,"louisiana"
"4175",17,NA,470582,2011,"louisiana"
"4176",18,1,235278,2011,"maine"
"4177",18,2,102661,2011,"maine"
"4178",18,3,93523,2011,"maine"
"4179",18,4,89151,2011,"maine"
"4180",18,5,96228,2011,"maine"
"4181",18,6,92317,2011,"maine"
"4182",18,7,98189,2011,"maine"
"4183",18,8,100806,2011,"maine"
"4184",18,9,114571,2011,"maine"
"4185",18,10,105006,2011,"maine"
"4186",18,11,180911,2011,"maine"
"4187",18,12,170927,2011,"maine"
"4188",18,13,224374,2011,"maine"
"4189",18,14,234903,2011,"maine"
"4190",18,15,79753,2011,"maine"
"4191",18,16,1472724,2011,"maine"
"4192",18,17,243298,2011,"maine"
"4193",18,18,351251,2011,"maine"
"4194",18,19,804452,2011,"maine"
"4195",18,20,359386,2011,"maine"
"4196",18,21,671242,2011,"maine"
"4197",18,22,250351,2011,"maine"
"4198",18,23,54902,2011,"maine"
"4199",18,24,43684,2011,"maine"
"4200",18,NA,247034,2011,"maine"
"4201",19,1,90357,2011,"maryland"
"4202",19,2,54280,2011,"maryland"
"4203",19,3,47580,2011,"maryland"
"4204",19,4,37899,2011,"maryland"
"4205",19,5,45322,2011,"maryland"
"4206",19,6,37941,2011,"maryland"
"4207",19,7,43584,2011,"maryland"
"4208",19,8,43187,2011,"maryland"
"4209",19,9,47768,2011,"maryland"
"4210",19,10,44163,2011,"maryland"
"4211",19,11,78388,2011,"maryland"
"4212",19,12,57935,2011,"maryland"
"4213",19,13,76223,2011,"maryland"
"4214",19,14,84992,2011,"maryland"
"4215",19,15,34272,2011,"maryland"
"4216",19,16,666298,2011,"maryland"
"4217",19,17,88346,2011,"maryland"
"4218",19,18,190583,2011,"maryland"
"4219",19,19,381353,2011,"maryland"
"4220",19,20,242838,2011,"maryland"
"4221",19,21,382752,2011,"maryland"
"4222",19,22,115060,2011,"maryland"
"4223",19,23,32125,2011,"maryland"
"4224",19,24,21378,2011,"maryland"
"4225",19,NA,117685,2011,"maryland"
"4226",20,1,101606,2011,"massachusetts"
"4227",20,2,50544,2011,"massachusetts"
"4228",20,3,37868,2011,"massachusetts"
"4229",20,4,45279,2011,"massachusetts"
"4230",20,5,39115,2011,"massachusetts"
"4231",20,6,43405,2011,"massachusetts"
"4232",20,7,40259,2011,"massachusetts"
"4233",20,8,46099,2011,"massachusetts"
"4234",20,9,62080,2011,"massachusetts"
"4235",20,10,48982,2011,"massachusetts"
"4236",20,11,73388,2011,"massachusetts"
"4237",20,12,57170,2011,"massachusetts"
"4238",20,13,74981,2011,"massachusetts"
"4239",20,14,88071,2011,"massachusetts"
"4240",20,15,32341,2011,"massachusetts"
"4241",20,16,491467,2011,"massachusetts"
"4242",20,17,87466,2011,"massachusetts"
"4243",20,18,185013,2011,"massachusetts"
"4244",20,19,402273,2011,"massachusetts"
"4245",20,20,158919,2011,"massachusetts"
"4246",20,21,392571,2011,"massachusetts"
"4247",20,22,144539,2011,"massachusetts"
"4248",20,23,33042,2011,"massachusetts"
"4249",20,24,19298,2011,"massachusetts"
"4250",20,NA,115462,2011,"massachusetts"
"4251",21,1,159306,2011,"michigan"
"4252",21,2,65575,2011,"michigan"
"4253",21,3,58120,2011,"michigan"
"4254",21,4,63133,2011,"michigan"
"4255",21,5,56902,2011,"michigan"
"4256",21,6,63364,2011,"michigan"
"4257",21,7,64211,2011,"michigan"
"4258",21,8,69858,2011,"michigan"
"4259",21,9,77085,2011,"michigan"
"4260",21,10,79509,2011,"michigan"
"4261",21,11,162736,2011,"michigan"
"4262",21,12,130557,2011,"michigan"
"4263",21,13,157346,2011,"michigan"
"4264",21,14,158472,2011,"michigan"
"4265",21,15,52017,2011,"michigan"
"4266",21,16,913969,2011,"michigan"
"4267",21,17,227526,2011,"michigan"
"4268",21,18,246662,2011,"michigan"
"4269",21,19,545053,2011,"michigan"
"4270",21,20,222040,2011,"michigan"
"4271",21,21,381449,2011,"michigan"
"4272",21,22,180064,2011,"michigan"
"4273",21,23,46210,2011,"michigan"
"4274",21,24,25135,2011,"michigan"
"4275",21,NA,163057,2011,"michigan"
"4276",22,1,171198,2011,"minnesota"
"4277",22,2,77919,2011,"minnesota"
"4278",22,3,64245,2011,"minnesota"
"4279",22,4,65319,2011,"minnesota"
"4280",22,5,65127,2011,"minnesota"
"4281",22,6,77807,2011,"minnesota"
"4282",22,7,80076,2011,"minnesota"
"4283",22,8,75603,2011,"minnesota"
"4284",22,9,90834,2011,"minnesota"
"4285",22,10,92814,2011,"minnesota"
"4286",22,11,121184,2011,"minnesota"
"4287",22,12,143730,2011,"minnesota"
"4288",22,13,178652,2011,"minnesota"
"4289",22,14,191051,2011,"minnesota"
"4290",22,15,61083,2011,"minnesota"
"4291",22,16,991068,2011,"minnesota"
"4292",22,17,184827,2011,"minnesota"
"4293",22,18,216736,2011,"minnesota"
"4294",22,19,634081,2011,"minnesota"
"4295",22,20,163482,2011,"minnesota"
"4296",22,21,446539,2011,"minnesota"
"4297",22,22,145178,2011,"minnesota"
"4298",22,23,44023,2011,"minnesota"
"4299",22,24,22684,2011,"minnesota"
"4300",22,NA,169576,2011,"minnesota"
"4301",23,1,38046,2011,"mississippi"
"4302",23,2,15975,2011,"mississippi"
"4303",23,3,19477,2011,"mississippi"
"4304",23,4,15143,2011,"mississippi"
"4305",23,5,15463,2011,"mississippi"
"4306",23,6,15512,2011,"mississippi"
"4307",23,7,14512,2011,"mississippi"
"4308",23,8,17218,2011,"mississippi"
"4309",23,9,17874,2011,"mississippi"
"4310",23,10,16725,2011,"mississippi"
"4311",23,11,32883,2011,"mississippi"
"4312",23,12,30378,2011,"mississippi"
"4313",23,13,33357,2011,"mississippi"
"4314",23,14,36067,2011,"mississippi"
"4315",23,15,10727,2011,"mississippi"
"4316",23,16,311641,2011,"mississippi"
"4317",23,17,49144,2011,"mississippi"
"4318",23,18,69752,2011,"mississippi"
"4319",23,19,156587,2011,"mississippi"
"4320",23,20,90687,2011,"mississippi"
"4321",23,21,184516,2011,"mississippi"
"4322",23,22,68405,2011,"mississippi"
"4323",23,23,17292,2011,"mississippi"
"4324",23,24,11616,2011,"mississippi"
"4325",23,NA,39191,2011,"mississippi"
"4326",24,1,180471,2011,"missouri"
"4327",24,2,87183,2011,"missouri"
"4328",24,3,84290,2011,"missouri"
"4329",24,4,77417,2011,"missouri"
"4330",24,5,75471,2011,"missouri"
"4331",24,6,77296,2011,"missouri"
"4332",24,7,81400,2011,"missouri"
"4333",24,8,82972,2011,"missouri"
"4334",24,9,111019,2011,"missouri"
"4335",24,10,100276,2011,"missouri"
"4336",24,11,128922,2011,"missouri"
"4337",24,12,141273,2011,"missouri"
"4338",24,13,159545,2011,"missouri"
"4339",24,14,176167,2011,"missouri"
"4340",24,15,68735,2011,"missouri"
"4341",24,16,1056546,2011,"missouri"
"4342",24,17,123755,2011,"missouri"
"4343",24,18,289331,2011,"missouri"
"4344",24,19,722563,2011,"missouri"
"4345",24,20,276956,2011,"missouri"
"4346",24,21,864002,2011,"missouri"
"4347",24,22,445673,2011,"missouri"
"4348",24,23,111567,2011,"missouri"
"4349",24,24,96864,2011,"missouri"
"4350",24,NA,208595,2011,"missouri"
"4351",25,1,199741,2011,"montana"
"4352",25,2,99289,2011,"montana"
"4353",25,3,80992,2011,"montana"
"4354",25,4,78813,2011,"montana"
"4355",25,5,82256,2011,"montana"
"4356",25,6,91760,2011,"montana"
"4357",25,7,94757,2011,"montana"
"4358",25,8,100360,2011,"montana"
"4359",25,9,110523,2011,"montana"
"4360",25,10,107625,2011,"montana"
"4361",25,11,148891,2011,"montana"
"4362",25,12,150317,2011,"montana"
"4363",25,13,165580,2011,"montana"
"4364",25,14,163128,2011,"montana"
"4365",25,15,81590,2011,"montana"
"4366",25,16,1200729,2011,"montana"
"4367",25,17,145822,2011,"montana"
"4368",25,18,290971,2011,"montana"
"4369",25,19,751080,2011,"montana"
"4370",25,20,374803,2011,"montana"
"4371",25,21,1089748,2011,"montana"
"4372",25,22,535821,2011,"montana"
"4373",25,23,122985,2011,"montana"
"4374",25,24,109145,2011,"montana"
"4375",25,NA,210810,2011,"montana"
"4376",26,1,306803,2011,"nebraska"
"4377",26,2,139171,2011,"nebraska"
"4378",26,3,132062,2011,"nebraska"
"4379",26,4,124200,2011,"nebraska"
"4380",26,5,125038,2011,"nebraska"
"4381",26,6,140558,2011,"nebraska"
"4382",26,7,133629,2011,"nebraska"
"4383",26,8,145306,2011,"nebraska"
"4384",26,9,153280,2011,"nebraska"
"4385",26,10,159672,2011,"nebraska"
"4386",26,11,232254,2011,"nebraska"
"4387",26,12,235845,2011,"nebraska"
"4388",26,13,311251,2011,"nebraska"
"4389",26,14,340517,2011,"nebraska"
"4390",26,15,129970,2011,"nebraska"
"4391",26,16,2028298,2011,"nebraska"
"4392",26,17,293535,2011,"nebraska"
"4393",26,18,642930,2011,"nebraska"
"4394",26,19,1378212,2011,"nebraska"
"4395",26,20,588487,2011,"nebraska"
"4396",26,21,1118433,2011,"nebraska"
"4397",26,22,482699,2011,"nebraska"
"4398",26,23,116549,2011,"nebraska"
"4399",26,24,67926,2011,"nebraska"
"4400",26,NA,349562,2011,"nebraska"
"4401",27,1,169623,2011,"nevada"
"4402",27,2,83921,2011,"nevada"
"4403",27,3,77328,2011,"nevada"
"4404",27,4,74806,2011,"nevada"
"4405",27,5,75949,2011,"nevada"
"4406",27,6,75272,2011,"nevada"
"4407",27,7,81761,2011,"nevada"
"4408",27,8,74193,2011,"nevada"
"4409",27,9,78521,2011,"nevada"
"4410",27,10,75720,2011,"nevada"
"4411",27,11,127840,2011,"nevada"
"4412",27,12,98353,2011,"nevada"
"4413",27,13,116377,2011,"nevada"
"4414",27,14,136411,2011,"nevada"
"4415",27,15,61566,2011,"nevada"
"4416",27,16,962272,2011,"nevada"
"4417",27,17,120244,2011,"nevada"
"4418",27,18,288058,2011,"nevada"
"4419",27,19,729615,2011,"nevada"
"4420",27,20,399973,2011,"nevada"
"4421",27,21,839585,2011,"nevada"
"4422",27,22,270065,2011,"nevada"
"4423",27,23,73935,2011,"nevada"
"4424",27,24,41776,2011,"nevada"
"4425",27,NA,211697,2011,"nevada"
"4426",28,1,118480,2011,"new hampshire"
"4427",28,2,48908,2011,"new hampshire"
"4428",28,3,46619,2011,"new hampshire"
"4429",28,4,40040,2011,"new hampshire"
"4430",28,5,40707,2011,"new hampshire"
"4431",28,6,49751,2011,"new hampshire"
"4432",28,7,48322,2011,"new hampshire"
"4433",28,8,56462,2011,"new hampshire"
"4434",28,9,59456,2011,"new hampshire"
"4435",28,10,62768,2011,"new hampshire"
"4436",28,11,95719,2011,"new hampshire"
"4437",28,12,93922,2011,"new hampshire"
"4438",28,13,126001,2011,"new hampshire"
"4439",28,14,128413,2011,"new hampshire"
"4440",28,15,45291,2011,"new hampshire"
"4441",28,16,544179,2011,"new hampshire"
"4442",28,17,127694,2011,"new hampshire"
"4443",28,18,142294,2011,"new hampshire"
"4444",28,19,413531,2011,"new hampshire"
"4445",28,20,175822,2011,"new hampshire"
"4446",28,21,262753,2011,"new hampshire"
"4447",28,22,95703,2011,"new hampshire"
"4448",28,23,26105,2011,"new hampshire"
"4449",28,24,17316,2011,"new hampshire"
"4450",28,NA,112256,2011,"new hampshire"
"4451",29,1,196905,2011,"new jersey"
"4452",29,2,93341,2011,"new jersey"
"4453",29,3,82858,2011,"new jersey"
"4454",29,4,82609,2011,"new jersey"
"4455",29,5,77826,2011,"new jersey"
"4456",29,6,87781,2011,"new jersey"
"4457",29,7,83289,2011,"new jersey"
"4458",29,8,83727,2011,"new jersey"
"4459",29,9,96626,2011,"new jersey"
"4460",29,10,93092,2011,"new jersey"
"4461",29,11,169127,2011,"new jersey"
"4462",29,12,147662,2011,"new jersey"
"4463",29,13,200134,2011,"new jersey"
"4464",29,14,207603,2011,"new jersey"
"4465",29,15,64637,2011,"new jersey"
"4466",29,16,1229501,2011,"new jersey"
"4467",29,17,204778,2011,"new jersey"
"4468",29,18,362487,2011,"new jersey"
"4469",29,19,807865,2011,"new jersey"
"4470",29,20,307650,2011,"new jersey"
"4471",29,21,703719,2011,"new jersey"
"4472",29,22,295128,2011,"new jersey"
"4473",29,23,68604,2011,"new jersey"
"4474",29,24,43943,2011,"new jersey"
"4475",29,NA,219796,2011,"new jersey"
"4476",30,1,32719,2011,"new mexico"
"4477",30,2,17023,2011,"new mexico"
