"","state_code","school_code","people","year","state_name"
"1",1,1,157760,2008,"alabama"
"2",1,2,68566,2008,"alabama"
"3",1,3,69354,2008,"alabama"
"4",1,4,63730,2008,"alabama"
"5",1,5,64646,2008,"alabama"
"6",1,6,76576,2008,"alabama"
"7",1,7,68961,2008,"alabama"
"8",1,8,67944,2008,"alabama"
"9",1,9,106155,2008,"alabama"
"10",1,10,94355,2008,"alabama"
"11",1,11,131384,2008,"alabama"
"12",1,12,156907,2008,"alabama"
"13",1,13,192859,2008,"alabama"
"14",1,14,199464,2008,"alabama"
"15",1,15,66571,2008,"alabama"
"16",1,16,923427,2008,"alabama"
"17",1,17,195982,2008,"alabama"
"18",1,18,236690,2008,"alabama"
"19",1,19,596737,2008,"alabama"
"20",1,20,229279,2008,"alabama"
"21",1,21,473910,2008,"alabama"
"22",1,22,176362,2008,"alabama"
"23",1,23,39669,2008,"alabama"
"24",1,24,23437,2008,"alabama"
"25",1,NA,181175,2008,"alabama"
"26",2,1,19311,2008,"arizona"
"27",2,2,10015,2008,"arizona"
"28",2,3,10127,2008,"arizona"
"29",2,4,7290,2008,"arizona"
"30",2,5,12238,2008,"arizona"
"31",2,6,10172,2008,"arizona"
"32",2,7,10515,2008,"arizona"
"33",2,8,11162,2008,"arizona"
"34",2,9,12018,2008,"arizona"
"35",2,10,9725,2008,"arizona"
"36",2,11,16398,2008,"arizona"
"37",2,12,18068,2008,"arizona"
"38",2,13,16301,2008,"arizona"
"39",2,14,25212,2008,"arizona"
"40",2,15,7135,2008,"arizona"
"41",2,16,123271,2008,"arizona"
"42",2,17,26314,2008,"arizona"
"43",2,18,44252,2008,"arizona"
"44",2,19,108487,2008,"arizona"
"45",2,20,35684,2008,"arizona"
"46",2,21,78686,2008,"arizona"
"47",2,22,27978,2008,"arizona"
"48",2,23,7714,2008,"arizona"
"49",2,24,5683,2008,"arizona"
"50",2,NA,32537,2008,"arizona"
"51",4,1,290117,2008,"california"
"52",4,2,88712,2008,"california"
"53",4,3,97234,2008,"california"
"54",4,4,99140,2008,"california"
"55",4,5,97772,2008,"california"
"56",4,6,118197,2008,"california"
"57",4,7,108174,2008,"california"
"58",4,8,108884,2008,"california"
"59",4,9,194023,2008,"california"
"60",4,10,117538,2008,"california"
"61",4,11,176332,2008,"california"
"62",4,12,191915,2008,"california"
"63",4,13,203149,2008,"california"
"64",4,14,217101,2008,"california"
"65",4,15,105787,2008,"california"
"66",4,16,1048165,2008,"california"
"67",4,17,189035,2008,"california"
"68",4,18,381188,2008,"california"
"69",4,19,906553,2008,"california"
"70",4,20,354033,2008,"california"
"71",4,21,704833,2008,"california"
"72",4,22,274947,2008,"california"
"73",4,23,68288,2008,"california"
"74",4,24,43533,2008,"california"
"75",4,NA,315530,2008,"california"
"76",5,1,106759,2008,"colorado"
"77",5,2,46370,2008,"colorado"
"78",5,3,38151,2008,"colorado"
"79",5,4,40702,2008,"colorado"
"80",5,5,45695,2008,"colorado"
"81",5,6,46585,2008,"colorado"
"82",5,7,42960,2008,"colorado"
"83",5,8,46284,2008,"colorado"
"84",5,9,56520,2008,"colorado"
"85",5,10,51561,2008,"colorado"
"86",5,11,90893,2008,"colorado"
"87",5,12,89088,2008,"colorado"
"88",5,13,103708,2008,"colorado"
"89",5,14,123181,2008,"colorado"
"90",5,15,43236,2008,"colorado"
"91",5,16,636879,2008,"colorado"
"92",5,17,125942,2008,"colorado"
"93",5,18,164483,2008,"colorado"
"94",5,19,356547,2008,"colorado"
"95",5,20,115756,2008,"colorado"
"96",5,21,250463,2008,"colorado"
"97",5,22,84226,2008,"colorado"
"98",5,23,24296,2008,"colorado"
"99",5,24,12814,2008,"colorado"
"100",5,NA,112291,2008,"colorado"
"101",6,1,1595099,2008,"connecticut"
"102",6,2,528645,2008,"connecticut"
"103",6,3,508670,2008,"connecticut"
"104",6,4,539412,2008,"connecticut"
"105",6,5,595095,2008,"connecticut"
"106",6,6,707920,2008,"connecticut"
"107",6,7,636723,2008,"connecticut"
"108",6,8,671909,2008,"connecticut"
"109",6,9,1420578,2008,"connecticut"
"110",6,10,685683,2008,"connecticut"
"111",6,11,907102,2008,"connecticut"
"112",6,12,1104645,2008,"connecticut"
"113",6,13,1043206,2008,"connecticut"
"114",6,14,1298210,2008,"connecticut"
"115",6,15,766057,2008,"connecticut"
"116",6,16,5479689,2008,"connecticut"
"117",6,17,590319,2008,"connecticut"
"118",6,18,1790358,2008,"connecticut"
"119",6,19,4995308,2008,"connecticut"
"120",6,20,1982498,2008,"connecticut"
"121",6,21,4730310,2008,"connecticut"
"122",6,22,1681340,2008,"connecticut"
"123",6,23,538615,2008,"connecticut"
"124",6,24,339494,2008,"connecticut"
"125",6,NA,1619781,2008,"connecticut"
"126",8,1,171827,2008,"district of columbia"
"127",8,2,83633,2008,"district of columbia"
"128",8,3,72832,2008,"district of columbia"
"129",8,4,64851,2008,"district of columbia"
"130",8,5,74044,2008,"district of columbia"
"131",8,6,66149,2008,"district of columbia"
"132",8,7,72067,2008,"district of columbia"
"133",8,8,76600,2008,"district of columbia"
"134",8,9,110877,2008,"district of columbia"
"135",8,10,83074,2008,"district of columbia"
"136",8,11,110943,2008,"district of columbia"
"137",8,12,124450,2008,"district of columbia"
"138",8,13,126025,2008,"district of columbia"
"139",8,14,144267,2008,"district of columbia"
"140",8,15,56808,2008,"district of columbia"
"141",8,16,743897,2008,"district of columbia"
"142",8,17,145395,2008,"district of columbia"
"143",8,18,256662,2008,"district of columbia"
"144",8,19,673082,2008,"district of columbia"
"145",8,20,264473,2008,"district of columbia"
"146",8,21,796819,2008,"district of columbia"
"147",8,22,299172,2008,"district of columbia"
"148",8,23,68341,2008,"district of columbia"
"149",8,24,44818,2008,"district of columbia"
"150",8,NA,208350,2008,"district of columbia"
"151",9,1,87698,2008,"florida"
"152",9,2,61398,2008,"florida"
"153",9,3,41832,2008,"florida"
"154",9,4,44533,2008,"florida"
"155",9,5,50582,2008,"florida"
"156",9,6,53617,2008,"florida"
"157",9,7,51584,2008,"florida"
"158",9,8,55188,2008,"florida"
"159",9,9,67114,2008,"florida"
"160",9,10,60213,2008,"florida"
"161",9,11,91381,2008,"florida"
"162",9,12,82504,2008,"florida"
"163",9,13,96425,2008,"florida"
"164",9,14,107388,2008,"florida"
"165",9,15,41422,2008,"florida"
"166",9,16,663891,2008,"florida"
"167",9,17,82417,2008,"florida"
"168",9,18,165454,2008,"florida"
"169",9,19,395891,2008,"florida"
"170",9,20,190202,2008,"florida"
"171",9,21,525048,2008,"florida"
"172",9,22,258030,2008,"florida"
"173",9,23,65133,2008,"florida"
"174",9,24,37967,2008,"florida"
"175",9,NA,124340,2008,"florida"
"176",10,1,28218,2008,"georgia"
"177",10,2,15456,2008,"georgia"
"178",10,3,12215,2008,"georgia"
"179",10,4,10993,2008,"georgia"
"180",10,5,13216,2008,"georgia"
"181",10,6,10923,2008,"georgia"
"182",10,7,10333,2008,"georgia"
"183",10,8,11568,2008,"georgia"
"184",10,9,17745,2008,"georgia"
"185",10,10,15696,2008,"georgia"
"186",10,11,20239,2008,"georgia"
"187",10,12,23886,2008,"georgia"
"188",10,13,29581,2008,"georgia"
"189",10,14,31421,2008,"georgia"
"190",10,15,11205,2008,"georgia"
"191",10,16,188449,2008,"georgia"
"192",10,17,20637,2008,"georgia"
"193",10,18,48459,2008,"georgia"
"194",10,19,112022,2008,"georgia"
"195",10,20,43474,2008,"georgia"
"196",10,21,98080,2008,"georgia"
"197",10,22,45713,2008,"georgia"
"198",10,23,11147,2008,"georgia"
"199",10,24,6594,2008,"georgia"
"200",10,NA,35822,2008,"georgia"
"201",11,1,15531,2008,"idaho"
"202",11,2,9504,2008,"idaho"
"203",11,3,4186,2008,"idaho"
"204",11,4,6656,2008,"idaho"
"205",11,5,6793,2008,"idaho"
"206",11,6,8139,2008,"idaho"
"207",11,7,6736,2008,"idaho"
"208",11,8,8734,2008,"idaho"
"209",11,9,7987,2008,"idaho"
"210",11,10,9353,2008,"idaho"
"211",11,11,11745,2008,"idaho"
"212",11,12,17228,2008,"idaho"
"213",11,13,14859,2008,"idaho"
"214",11,14,22319,2008,"idaho"
"215",11,15,7244,2008,"idaho"
"216",11,16,83087,2008,"idaho"
"217",11,17,12844,2008,"idaho"
"218",11,18,22587,2008,"idaho"
"219",11,19,67039,2008,"idaho"
"220",11,20,14505,2008,"idaho"
"221",11,21,101809,2008,"idaho"
"222",11,22,62806,2008,"idaho"
"223",11,23,31305,2008,"idaho"
"224",11,24,16490,2008,"idaho"
"225",11,NA,22347,2008,"idaho"
"226",12,1,588408,2008,"illinois"
"227",12,2,263908,2008,"illinois"
"228",12,3,218155,2008,"illinois"
"229",12,4,227420,2008,"illinois"
"230",12,5,250314,2008,"illinois"
"231",12,6,281989,2008,"illinois"
"232",12,7,268819,2008,"illinois"
"233",12,8,279084,2008,"illinois"
"234",12,9,401448,2008,"illinois"
"235",12,10,300397,2008,"illinois"
"236",12,11,430781,2008,"illinois"
"237",12,12,460945,2008,"illinois"
"238",12,13,578202,2008,"illinois"
"239",12,14,591867,2008,"illinois"
"240",12,15,331312,2008,"illinois"
"241",12,16,3742792,2008,"illinois"
"242",12,17,617775,2008,"illinois"
"243",12,18,975274,2008,"illinois"
"244",12,19,2258935,2008,"illinois"
"245",12,20,1181899,2008,"illinois"
"246",12,21,2244640,2008,"illinois"
"247",12,22,780853,2008,"illinois"
"248",12,23,249465,2008,"illinois"
"249",12,24,124592,2008,"illinois"
"250",12,NA,679066,2008,"illinois"
"251",13,1,356116,2008,"indiana"
"252",13,2,185980,2008,"indiana"
"253",13,3,148474,2008,"indiana"
"254",13,4,148008,2008,"indiana"
"255",13,5,153616,2008,"indiana"
"256",13,6,159519,2008,"indiana"
"257",13,7,158615,2008,"indiana"
"258",13,8,163143,2008,"indiana"
"259",13,9,222402,2008,"indiana"
"260",13,10,199633,2008,"indiana"
"261",13,11,259110,2008,"indiana"
"262",13,12,282172,2008,"indiana"
"263",13,13,370472,2008,"indiana"
"264",13,14,368282,2008,"indiana"
"265",13,15,131311,2008,"indiana"
"266",13,16,1797092,2008,"indiana"
"267",13,17,345281,2008,"indiana"
"268",13,18,422189,2008,"indiana"
"269",13,19,1179292,2008,"indiana"
"270",13,20,438517,2008,"indiana"
"271",13,21,1158895,2008,"indiana"
"272",13,22,428637,2008,"indiana"
"273",13,23,113879,2008,"indiana"
"274",13,24,63366,2008,"indiana"
"275",13,NA,431743,2008,"indiana"
"276",15,1,40061,2008,"kansas"
"277",15,2,19379,2008,"kansas"
"278",15,3,16187,2008,"kansas"
"279",15,4,13768,2008,"kansas"
"280",15,5,18405,2008,"kansas"
"281",15,6,15821,2008,"kansas"
"282",15,7,18647,2008,"kansas"
"283",15,8,16819,2008,"kansas"
"284",15,9,26906,2008,"kansas"
"285",15,10,18088,2008,"kansas"
"286",15,11,26608,2008,"kansas"
"287",15,12,29034,2008,"kansas"
"288",15,13,28162,2008,"kansas"
"289",15,14,28983,2008,"kansas"
"290",15,15,14244,2008,"kansas"
"291",15,16,281695,2008,"kansas"
"292",15,17,28159,2008,"kansas"
"293",15,18,65168,2008,"kansas"
"294",15,19,180117,2008,"kansas"
"295",15,20,89667,2008,"kansas"
"296",15,21,177054,2008,"kansas"
"297",15,22,56448,2008,"kansas"
"298",15,23,20332,2008,"kansas"
"299",15,24,9491,2008,"kansas"
"300",15,NA,48955,2008,"kansas"
"301",16,1,63505,2008,"kentucky"
"302",16,2,25357,2008,"kentucky"
"303",16,3,23697,2008,"kentucky"
"304",16,4,23895,2008,"kentucky"
"305",16,5,20436,2008,"kentucky"
"306",16,6,24015,2008,"kentucky"
"307",16,7,22686,2008,"kentucky"
"308",16,8,24021,2008,"kentucky"
"309",16,9,34104,2008,"kentucky"
"310",16,10,26014,2008,"kentucky"
"311",16,11,35449,2008,"kentucky"
"312",16,12,37312,2008,"kentucky"
"313",16,13,42510,2008,"kentucky"
"314",16,14,47572,2008,"kentucky"
"315",16,15,18584,2008,"kentucky"
"316",16,16,269079,2008,"kentucky"
"317",16,17,50906,2008,"kentucky"
"318",16,18,97309,2008,"kentucky"
"319",16,19,227271,2008,"kentucky"
"320",16,20,90640,2008,"kentucky"
"321",16,21,169837,2008,"kentucky"
"322",16,22,47033,2008,"kentucky"
"323",16,23,15065,2008,"kentucky"
"324",16,24,9215,2008,"kentucky"
"325",16,NA,78304,2008,"kentucky"
"326",17,1,436849,2008,"louisiana"
"327",17,2,226902,2008,"louisiana"
"328",17,3,176662,2008,"louisiana"
"329",17,4,180771,2008,"louisiana"
"330",17,5,190805,2008,"louisiana"
"331",17,6,188917,2008,"louisiana"
"332",17,7,197144,2008,"louisiana"
"333",17,8,204130,2008,"louisiana"
"334",17,9,320331,2008,"louisiana"
"335",17,10,212019,2008,"louisiana"
"336",17,11,386007,2008,"louisiana"
"337",17,12,324391,2008,"louisiana"
"338",17,13,378263,2008,"louisiana"
"339",17,14,406265,2008,"louisiana"
"340",17,15,200603,2008,"louisiana"
"341",17,16,2365146,2008,"louisiana"
"342",17,17,340026,2008,"louisiana"
"343",17,18,697461,2008,"louisiana"
"344",17,19,1611634,2008,"louisiana"
"345",17,20,673899,2008,"louisiana"
"346",17,21,1707627,2008,"louisiana"
"347",17,22,682882,2008,"louisiana"
"348",17,23,171715,2008,"louisiana"
"349",17,24,92248,2008,"louisiana"
"350",17,NA,528867,2008,"louisiana"
"351",18,1,232958,2008,"maine"
"352",18,2,98893,2008,"maine"
"353",18,3,93145,2008,"maine"
"354",18,4,90208,2008,"maine"
"355",18,5,89258,2008,"maine"
"356",18,6,91023,2008,"maine"
"357",18,7,95025,2008,"maine"
"358",18,8,97391,2008,"maine"
"359",18,9,116951,2008,"maine"
"360",18,10,108929,2008,"maine"
"361",18,11,185321,2008,"maine"
"362",18,12,173477,2008,"maine"
"363",18,13,232633,2008,"maine"
"364",18,14,218225,2008,"maine"
"365",18,15,94121,2008,"maine"
"366",18,16,1418261,2008,"maine"
"367",18,17,230120,2008,"maine"
"368",18,18,340687,2008,"maine"
"369",18,19,757730,2008,"maine"
"370",18,20,335382,2008,"maine"
"371",18,21,671766,2008,"maine"
"372",18,22,245002,2008,"maine"
"373",18,23,58450,2008,"maine"
"374",18,24,38752,2008,"maine"
"375",18,NA,263084,2008,"maine"
"376",19,1,92898,2008,"maryland"
"377",19,2,43820,2008,"maryland"
"378",19,3,42850,2008,"maryland"
"379",19,4,36827,2008,"maryland"
"380",19,5,40866,2008,"maryland"
"381",19,6,41184,2008,"maryland"
"382",19,7,38779,2008,"maryland"
"383",19,8,43180,2008,"maryland"
"384",19,9,42718,2008,"maryland"
"385",19,10,38007,2008,"maryland"
"386",19,11,88837,2008,"maryland"
"387",19,12,63683,2008,"maryland"
"388",19,13,77733,2008,"maryland"
"389",19,14,90466,2008,"maryland"
"390",19,15,28710,2008,"maryland"
"391",19,16,658557,2008,"maryland"
"392",19,17,93434,2008,"maryland"
"393",19,18,209042,2008,"maryland"
"394",19,19,380724,2008,"maryland"
"395",19,20,216019,2008,"maryland"
"396",19,21,365496,2008,"maryland"
"397",19,22,99577,2008,"maryland"
"398",19,23,30316,2008,"maryland"
"399",19,24,18237,2008,"maryland"
"400",19,NA,120597,2008,"maryland"
"401",20,1,92366,2008,"massachusetts"
"402",20,2,47075,2008,"massachusetts"
"403",20,3,40803,2008,"massachusetts"
"404",20,4,35920,2008,"massachusetts"
"405",20,5,41341,2008,"massachusetts"
"406",20,6,42671,2008,"massachusetts"
"407",20,7,40880,2008,"massachusetts"
"408",20,8,41191,2008,"massachusetts"
"409",20,9,59116,2008,"massachusetts"
"410",20,10,41626,2008,"massachusetts"
"411",20,11,71489,2008,"massachusetts"
"412",20,12,66277,2008,"massachusetts"
"413",20,13,70632,2008,"massachusetts"
"414",20,14,83164,2008,"massachusetts"
"415",20,15,30535,2008,"massachusetts"
"416",20,16,502520,2008,"massachusetts"
"417",20,17,83708,2008,"massachusetts"
"418",20,18,183404,2008,"massachusetts"
"419",20,19,385176,2008,"massachusetts"
"420",20,20,156525,2008,"massachusetts"
"421",20,21,388682,2008,"massachusetts"
"422",20,22,128158,2008,"massachusetts"
"423",20,23,33776,2008,"massachusetts"
"424",20,24,16324,2008,"massachusetts"
"425",20,NA,118775,2008,"massachusetts"
"426",21,1,143505,2008,"michigan"
"427",21,2,65665,2008,"michigan"
"428",21,3,55407,2008,"michigan"
"429",21,4,52093,2008,"michigan"
"430",21,5,60819,2008,"michigan"
"431",21,6,62877,2008,"michigan"
"432",21,7,69297,2008,"michigan"
"433",21,8,65071,2008,"michigan"
"434",21,9,81676,2008,"michigan"
"435",21,10,81823,2008,"michigan"
"436",21,11,178289,2008,"michigan"
"437",21,12,152269,2008,"michigan"
"438",21,13,154143,2008,"michigan"
"439",21,14,161643,2008,"michigan"
"440",21,15,50678,2008,"michigan"
"441",21,16,921064,2008,"michigan"
"442",21,17,218641,2008,"michigan"
"443",21,18,243147,2008,"michigan"
"444",21,19,489075,2008,"michigan"
"445",21,20,207779,2008,"michigan"
"446",21,21,360400,2008,"michigan"
"447",21,22,157365,2008,"michigan"
"448",21,23,47233,2008,"michigan"
"449",21,24,19185,2008,"michigan"
"450",21,NA,170101,2008,"michigan"
"451",22,1,154785,2008,"minnesota"
"452",22,2,80018,2008,"minnesota"
"453",22,3,65329,2008,"minnesota"
"454",22,4,66545,2008,"minnesota"
"455",22,5,71438,2008,"minnesota"
"456",22,6,68140,2008,"minnesota"
"457",22,7,66309,2008,"minnesota"
"458",22,8,75091,2008,"minnesota"
"459",22,9,89297,2008,"minnesota"
"460",22,10,99318,2008,"minnesota"
"461",22,11,140491,2008,"minnesota"
"462",22,12,144536,2008,"minnesota"
"463",22,13,180762,2008,"minnesota"
"464",22,14,183997,2008,"minnesota"
"465",22,15,63366,2008,"minnesota"
"466",22,16,972421,2008,"minnesota"
"467",22,17,178551,2008,"minnesota"
"468",22,18,199338,2008,"minnesota"
"469",22,19,566560,2008,"minnesota"
"470",22,20,153026,2008,"minnesota"
"471",22,21,426037,2008,"minnesota"
"472",22,22,121277,2008,"minnesota"
"473",22,23,40507,2008,"minnesota"
"474",22,24,20895,2008,"minnesota"
"475",22,NA,182762,2008,"minnesota"
"476",23,1,34637,2008,"mississippi"
"477",23,2,16056,2008,"mississippi"
"478",23,3,14943,2008,"mississippi"
"479",23,4,15991,2008,"mississippi"
"480",23,5,14891,2008,"mississippi"
"481",23,6,14547,2008,"mississippi"
"482",23,7,16746,2008,"mississippi"
"483",23,8,15003,2008,"mississippi"
"484",23,9,17950,2008,"mississippi"
"485",23,10,21600,2008,"mississippi"
"486",23,11,39911,2008,"mississippi"
"487",23,12,31597,2008,"mississippi"
"488",23,13,37772,2008,"mississippi"
"489",23,14,35264,2008,"mississippi"
"490",23,15,12197,2008,"mississippi"
"491",23,16,322308,2008,"mississippi"
"492",23,17,48548,2008,"mississippi"
"493",23,18,72527,2008,"mississippi"
"494",23,19,164357,2008,"mississippi"
"495",23,20,90480,2008,"mississippi"
"496",23,21,153000,2008,"mississippi"
"497",23,22,60108,2008,"mississippi"
"498",23,23,11734,2008,"mississippi"
"499",23,24,9726,2008,"mississippi"
"500",23,NA,44563,2008,"mississippi"
"501",24,1,170681,2008,"missouri"
"502",24,2,96363,2008,"missouri"
"503",24,3,72460,2008,"missouri"
"504",24,4,68487,2008,"missouri"
"505",24,5,71941,2008,"missouri"
"506",24,6,77797,2008,"missouri"
"507",24,7,72259,2008,"missouri"
"508",24,8,85926,2008,"missouri"
"509",24,9,116450,2008,"missouri"
"510",24,10,100223,2008,"missouri"
"511",24,11,131177,2008,"missouri"
"512",24,12,141656,2008,"missouri"
"513",24,13,172204,2008,"missouri"
"514",24,14,183071,2008,"missouri"
"515",24,15,68617,2008,"missouri"
"516",24,16,1021293,2008,"missouri"
"517",24,17,142462,2008,"missouri"
"518",24,18,285002,2008,"missouri"
"519",24,19,683677,2008,"missouri"
"520",24,20,252307,2008,"missouri"
"521",24,21,815541,2008,"missouri"
"522",24,22,386363,2008,"missouri"
"523",24,23,115717,2008,"missouri"
"524",24,24,81972,2008,"missouri"
"525",24,NA,219951,2008,"missouri"
"526",25,1,201971,2008,"montana"
"527",25,2,112668,2008,"montana"
"528",25,3,78687,2008,"montana"
"529",25,4,81142,2008,"montana"
"530",25,5,80843,2008,"montana"
"531",25,6,99073,2008,"montana"
"532",25,7,96319,2008,"montana"
"533",25,8,98896,2008,"montana"
"534",25,9,106050,2008,"montana"
"535",25,10,100188,2008,"montana"
"536",25,11,146389,2008,"montana"
"537",25,12,150090,2008,"montana"
"538",25,13,170262,2008,"montana"
"539",25,14,167564,2008,"montana"
"540",25,15,83227,2008,"montana"
"541",25,16,1213852,2008,"montana"
"542",25,17,146253,2008,"montana"
"543",25,18,288729,2008,"montana"
"544",25,19,707751,2008,"montana"
"545",25,20,354870,2008,"montana"
"546",25,21,1064721,2008,"montana"
"547",25,22,498778,2008,"montana"
"548",25,23,125706,2008,"montana"
"549",25,24,93755,2008,"montana"
"550",25,NA,230183,2008,"montana"
"551",26,1,317422,2008,"nebraska"
"552",26,2,145424,2008,"nebraska"
"553",26,3,129154,2008,"nebraska"
"554",26,4,129962,2008,"nebraska"
"555",26,5,130932,2008,"nebraska"
"556",26,6,138919,2008,"nebraska"
"557",26,7,141817,2008,"nebraska"
"558",26,8,152111,2008,"nebraska"
"559",26,9,167407,2008,"nebraska"
"560",26,10,151613,2008,"nebraska"
"561",26,11,249972,2008,"nebraska"
"562",26,12,248739,2008,"nebraska"
"563",26,13,347647,2008,"nebraska"
"564",26,14,369050,2008,"nebraska"
"565",26,15,121598,2008,"nebraska"
"566",26,16,2054917,2008,"nebraska"
"567",26,17,299595,2008,"nebraska"
"568",26,18,654546,2008,"nebraska"
"569",26,19,1366801,2008,"nebraska"
"570",26,20,584607,2008,"nebraska"
"571",26,21,1094734,2008,"nebraska"
"572",26,22,456507,2008,"nebraska"
"573",26,23,112622,2008,"nebraska"
"574",26,24,61074,2008,"nebraska"
"575",26,NA,376252,2008,"nebraska"
"576",27,1,171391,2008,"nevada"
"577",27,2,88963,2008,"nevada"
"578",27,3,66986,2008,"nevada"
"579",27,4,67293,2008,"nevada"
"580",27,5,72282,2008,"nevada"
"581",27,6,68456,2008,"nevada"
"582",27,7,75665,2008,"nevada"
"583",27,8,66500,2008,"nevada"
"584",27,9,86812,2008,"nevada"
"585",27,10,73799,2008,"nevada"
"586",27,11,135602,2008,"nevada"
"587",27,12,102366,2008,"nevada"
"588",27,13,120552,2008,"nevada"
"589",27,14,144271,2008,"nevada"
"590",27,15,56782,2008,"nevada"
"591",27,16,972462,2008,"nevada"
"592",27,17,120819,2008,"nevada"
"593",27,18,304042,2008,"nevada"
"594",27,19,698313,2008,"nevada"
"595",27,20,364163,2008,"nevada"
"596",27,21,795840,2008,"nevada"
"597",27,22,242348,2008,"nevada"
"598",27,23,73129,2008,"nevada"
"599",27,24,41289,2008,"nevada"
"600",27,NA,210268,2008,"nevada"
"601",28,1,107497,2008,"new hampshire"
"602",28,2,51511,2008,"new hampshire"
"603",28,3,45164,2008,"new hampshire"
"604",28,4,44276,2008,"new hampshire"
"605",28,5,44557,2008,"new hampshire"
"606",28,6,48732,2008,"new hampshire"
"607",28,7,46405,2008,"new hampshire"
"608",28,8,52984,2008,"new hampshire"
"609",28,9,63500,2008,"new hampshire"
"610",28,10,64260,2008,"new hampshire"
"611",28,11,94705,2008,"new hampshire"
"612",28,12,95547,2008,"new hampshire"
"613",28,13,129352,2008,"new hampshire"
"614",28,14,131236,2008,"new hampshire"
"615",28,15,43313,2008,"new hampshire"
"616",28,16,531792,2008,"new hampshire"
"617",28,17,126226,2008,"new hampshire"
"618",28,18,139470,2008,"new hampshire"
"619",28,19,403320,2008,"new hampshire"
"620",28,20,168124,2008,"new hampshire"
"621",28,21,250183,2008,"new hampshire"
"622",28,22,90878,2008,"new hampshire"
"623",28,23,25316,2008,"new hampshire"
"624",28,24,13658,2008,"new hampshire"
"625",28,NA,126612,2008,"new hampshire"
"626",29,1,200900,2008,"new jersey"
"627",29,2,90496,2008,"new jersey"
"628",29,3,75682,2008,"new jersey"
"629",29,4,75471,2008,"new jersey"
"630",29,5,83862,2008,"new jersey"
"631",29,6,80408,2008,"new jersey"
"632",29,7,78752,2008,"new jersey"
"633",29,8,88666,2008,"new jersey"
"634",29,9,94986,2008,"new jersey"
"635",29,10,90281,2008,"new jersey"
"636",29,11,187589,2008,"new jersey"
"637",29,12,163780,2008,"new jersey"
"638",29,13,199705,2008,"new jersey"
"639",29,14,222909,2008,"new jersey"
"640",29,15,68386,2008,"new jersey"
"641",29,16,1227730,2008,"new jersey"
"642",29,17,201051,2008,"new jersey"
"643",29,18,347805,2008,"new jersey"
"644",29,19,762616,2008,"new jersey"
"645",29,20,292957,2008,"new jersey"
"646",29,21,673999,2008,"new jersey"
"647",29,22,260272,2008,"new jersey"
"648",29,23,66169,2008,"new jersey"
"649",29,24,40069,2008,"new jersey"
"650",29,NA,237064,2008,"new jersey"
"651",30,1,33587,2008,"new mexico"
"652",30,2,12558,2008,"new mexico"
"653",30,3,13469,2008,"new mexico"
"654",30,4,10624,2008,"new mexico"
"655",30,5,12415,2008,"new mexico"
"656",30,6,14015,2008,"new mexico"
"657",30,7,11837,2008,"new mexico"
"658",30,8,12988,2008,"new mexico"
"659",30,9,11660,2008,"new mexico"
"660",30,10,11045,2008,"new mexico"
"661",30,11,26783,2008,"new mexico"
"662",30,12,22514,2008,"new mexico"
"663",30,13,26772,2008,"new mexico"
"664",30,14,30522,2008,"new mexico"
"665",30,15,9440,2008,"new mexico"
"666",30,16,196600,2008,"new mexico"
"667",30,17,39302,2008,"new mexico"
"668",30,18,59424,2008,"new mexico"
"669",30,19,142563,2008,"new mexico"
"670",30,20,50704,2008,"new mexico"
"671",30,21,127990,2008,"new mexico"
"672",30,22,34508,2008,"new mexico"
"673",30,23,11851,2008,"new mexico"
"674",30,24,7682,2008,"new mexico"
"675",30,NA,36587,2008,"new mexico"
"676",31,1,62101,2008,"new york"
"677",31,2,28703,2008,"new york"
"678",31,3,25084,2008,"new york"
"679",31,4,25853,2008,"new york"
"680",31,5,27026,2008,"new york"
"681",31,6,21678,2008,"new york"
"682",31,7,24998,2008,"new york"
"683",31,8,31372,2008,"new york"
"684",31,9,30705,2008,"new york"
"685",31,10,32332,2008,"new york"
"686",31,11,45966,2008,"new york"
"687",31,12,45424,2008,"new york"
"688",31,13,44684,2008,"new york"
"689",31,14,47742,2008,"new york"
"690",31,15,15535,2008,"new york"
"691",31,16,349694,2008,"new york"
"692",31,17,45631,2008,"new york"
"693",31,18,116720,2008,"new york"
"694",31,19,237092,2008,"new york"
"695",31,20,115558,2008,"new york"
"696",31,21,235191,2008,"new york"
"697",31,22,67664,2008,"new york"
"698",31,23,20291,2008,"new york"
"699",31,24,9744,2008,"new york"
"700",31,NA,76644,2008,"new york"
"701",32,1,111252,2008,"north carolina"
"702",32,2,29300,2008,"north carolina"
"703",32,3,41393,2008,"north carolina"
"704",32,4,38669,2008,"north carolina"
"705",32,5,39240,2008,"north carolina"
"706",32,6,44556,2008,"north carolina"
"707",32,7,36198,2008,"north carolina"
"708",32,8,45677,2008,"north carolina"
"709",32,9,74364,2008,"north carolina"
"710",32,10,42865,2008,"north carolina"
"711",32,11,66707,2008,"north carolina"
"712",32,12,77210,2008,"north carolina"
"713",32,13,81912,2008,"north carolina"
"714",32,14,95039,2008,"north carolina"
"715",32,15,58064,2008,"north carolina"
"716",32,16,494806,2008,"north carolina"
"717",32,17,70759,2008,"north carolina"
"718",32,18,144648,2008,"north carolina"
"719",32,19,375280,2008,"north carolina"
"720",32,20,126830,2008,"north carolina"
"721",32,21,268408,2008,"north carolina"
